word,length,type,unique_to_level,also_appears_in_levels,character_count
慢,1,single,yes,none,1
我,1,single,yes,none,1
我们,2,compound,yes,none,2
房子,2,compound,yes,none,2
房间,2,compound,yes,none,2
手,1,single,yes,none,1
手机,2,compound,yes,none,2
打,1,single,yes,none,1
打开,2,compound,yes,none,2
打球,2,compound,yes,none,2
打电话,3,compound,yes,none,3
打车,2,compound,yes,none,2
找,1,single,yes,none,1
找到,2,compound,yes,none,2
拿,1,single,yes,none,1
放,1,single,yes,none,1
放假,2,compound,yes,none,2
放学,2,compound,yes,none,2
教,1,single,yes,none,1
教学楼,3,compound,yes,none,3
新,1,single,yes,none,1
新年,2,compound,yes,none,2
旁边,2,compound,yes,none,2
日,1,single,yes,none,1
日期,2,compound,yes,none,2
早,1,single,yes,none,1
早上,2,compound,yes,none,2
早饭,2,compound,yes,none,2
时候,2,compound,yes,none,2
时间,2,compound,yes,none,2
明天,2,compound,yes,none,2
明年,2,compound,yes,none,2
明白,2,compound,yes,none,2
星期,2,compound,yes,none,2
星期天,3,compound,yes,none,3
星期日,3,compound,yes,none,3
昨天,2,compound,yes,none,2
是,1,single,yes,none,1
是不是,3,compound,yes,none,2
晚,1,single,yes,none,1
晚上,2,compound,yes,none,2
晚饭,2,compound,yes,none,2
最,1,single,yes,none,1
最后,2,compound,yes,none,2
最好,2,compound,yes,none,2
月,1,single,yes,none,1
有,1,single,yes,none,1
有一些,3,compound,yes,none,3
有些,2,compound,yes,none,2
有些,2,compound,yes,none,2
有名,2,compound,yes,none,2
有时,2,compound,yes,none,2
有时候,3,compound,yes,none,3
有用,2,compound,yes,none,2
有的,2,compound,yes,none,2
朋友,2,compound,yes,none,2
本,1,single,yes,none,1
本子,2,compound,yes,none,2
机场,2,compound,yes,none,2
机票,2,compound,yes,none,2
来,1,single,yes,none,1
来到,2,compound,yes,none,2
杯,1,single,yes,none,1
杯子,2,compound,yes,none,2
树,1,single,yes,none,1
桌子,2,compound,yes,none,2
桌子,2,compound,yes,none,2
楼,1,single,yes,none,1
楼上,2,compound,yes,none,2
楼下,2,compound,yes,none,2
次,1,single,yes,none,1
歌,1,single,yes,none,1
正,1,single,yes,none,1
正在,2,compound,yes,none,2
比,1,single,yes,none,1
毛,1,single,yes,none,1
水,1,single,yes,none,1
水果,2,compound,yes,none,2
汉字,2,compound,yes,none,2
汉语,2,compound,yes,none,2
汽车,2,compound,yes,none,2
没,1,single,yes,none,1
没事儿,3,compound,yes,none,3
没什么,3,compound,yes,none,3
没关系,3,compound,yes,none,3
没有,2,compound,yes,none,2
洗,1,single,yes,none,1
洗手间,3,compound,yes,none,3
渴,1,single,yes,none,1
火车,2,compound,yes,none,2
点,1,single,yes,none,1
热,1,single,yes,none,1
爱,1,single,yes,none,1
爱好,2,compound,yes,none,2
爷爷,2,compound,yes,none,1
爸,1,single,yes,none,1
爸爸,2,compound,yes,none,1
牛奶,2,compound,yes,none,2
玩儿,2,compound,yes,none,2
现在,2,compound,yes,none,2
班,1,single,yes,none,1
球,1,single,yes,none,1
生日,2,compound,yes,none,2
生气,2,compound,yes,none,2
生病,2,compound,yes,none,2
用,1,single,yes,none,1
电,1,single,yes,none,1
电影,2,compound,yes,none,2
电影院,3,compound,yes,none,3
电脑,2,compound,yes,none,2
电视,2,compound,yes,none,2
电视机,3,compound,yes,none,3
电话,2,compound,yes,none,2
男,1,single,yes,none,1
男人,2,compound,yes,none,2
男孩儿,3,compound,yes,none,3
男朋友,3,compound,yes,none,3
男生,2,compound,yes,none,2
病,1,single,yes,none,1
病人,2,compound,yes,none,2
白,1,single,yes,none,1
白天,2,compound,yes,none,2
百,1,single,yes,none,1
的,1,single,yes,none,1
看,1,single,yes,none,1
看到,2,compound,yes,none,2
看病,2,compound,yes,none,2
看见,2,compound,yes,none,2
真,1,single,yes,none,1
真的,2,compound,yes,none,2
着,1,single,yes,none,1
睡,1,single,yes,none,1
睡觉,2,compound,yes,none,2
知识,2,compound,yes,none,2
知道,2,compound,yes,none,2
票,1,single,yes,none,1
穿,1,single,yes,none,1
站,1,single,yes,none,1
笑,1,single,yes,none,1
第,1,single,yes,none,1
第,1,single,yes,none,1
第二,2,compound,yes,none,2
等,1,single,yes,none,1
米饭,2,compound,yes,none,2
累,1,single,yes,none,1
给,1,single,yes,none,1
网上,2,compound,yes,none,2
网友,2,compound,yes,none,2
老,1,single,yes,none,1
老人,2,compound,yes,none,2
老师,2,compound,yes,none,2
考,1,single,yes,none,1
考试,2,compound,yes,none,2
肉,1,single,yes,none,1
能,1,single,yes,none,1
花,1,single,yes,none,1
茶,1,single,yes,none,1
菜,1,single,yes,none,1
行,1,single,yes,none,1
衣服,2,compound,yes,none,2
西,1,single,yes,none,1
西边,2,compound,yes,none,2
要,1,single,yes,none,1
见,1,single,yes,none,1
见面,2,compound,yes,none,2
觉得,2,compound,yes,none,2
认真,2,compound,yes,none,2
认识,2,compound,yes,none,2
记,1,single,yes,none,1
记住,2,compound,yes,none,2
记得,2,compound,yes,none,2
试,1,single,yes,none,1
话,1,single,yes,none,1
说,1,single,yes,none,1
说话,2,compound,yes,none,2
请,1,single,yes,none,1
请假,2,compound,yes,none,2
请坐,2,compound,yes,none,2
请进,2,compound,yes,none,2
请问,2,compound,yes,none,2
读,1,single,yes,none,1
读书,2,compound,yes,none,2
课,1,single,yes,none,1
课文,2,compound,yes,none,2
课本,2,compound,yes,none,2
谁,1,single,yes,none,1
谢谢,2,compound,yes,none,1
贵,1,single,yes,none,1
走,1,single,yes,none,1
走路,2,compound,yes,none,2
起,1,single,yes,none,1
起床,2,compound,yes,none,2
起来,2,compound,yes,none,2
跑,1,single,yes,none,1
跟,1,single,yes,none,1
路,1,single,yes,none,1
路上,2,compound,yes,none,2
路口,2,compound,yes,none,2
身上,2,compound,yes,none,2
身体,2,compound,yes,none,2
车,1,single,yes,none,1
车上,2,compound,yes,none,2
车票,2,compound,yes,none,2
车站,2,compound,yes,none,2
过,1,single,yes,none,1
还,1,single,yes,none,1
还是,2,compound,yes,none,2
还有,2,compound,yes,none,2
这,1,single,yes,none,1
这些,2,compound,yes,none,2
这儿,2,compound,yes,none,2
这边,2,compound,yes,none,2
这里,2,compound,yes,none,2
进,1,single,yes,none,1
进去,2,compound,yes,none,2
进来,2,compound,yes,none,2
远,1,single,yes,none,1
送,1,single,yes,none,1
那,1,single,yes,none,1
那些,2,compound,yes,none,2
那儿,2,compound,yes,none,2
那边,2,compound,yes,none,2
那里,2,compound,yes,none,2
都,1,single,yes,none,1
里,1,single,yes,none,1
里边,2,compound,yes,none,2
重,1,single,yes,none,1
重要,2,compound,yes,none,2
钱,1,single,yes,none,1
钱包,2,compound,yes,none,2
错,1,single,yes,none,1
门,1,single,yes,none,1
门口,2,compound,yes,none,2
门票,2,compound,yes,none,2
问,1,single,yes,none,1
间,1,single,yes,none,1
难,1,single,yes,none,1
雨,1,single,yes,none,1
零,1,single,yes,none,1
非常,2,compound,yes,none,2
面包,2,compound,yes,none,2
面条儿,3,compound,yes,none,3
页,1,single,yes,none,1
风,1,single,yes,none,1
飞,1,single,yes,none,1
飞机,2,compound,yes,none,2
饭,1,single,yes,none,1
饭店,2,compound,yes,none,2
饿,1,single,yes,none,1
马上,2,compound,yes,none,2
马路,2,compound,yes,none,2
高,1,single,yes,none,1
高兴,2,compound,yes,none,2
鸡蛋,2,compound,yes,none,2
