word,length,type,unique_to_level,also_appears_in_levels,character_count
不堪,2,compound,yes,none,2
不如说,3,compound,yes,none,3
不妨,2,compound,yes,none,2
不定,2,compound,yes,none,2
不宜,2,compound,yes,none,2
不容,2,compound,yes,none,2
不屑,2,compound,yes,none,2
不已,2,compound,yes,none,2
不平,2,compound,yes,none,2
不得已,3,compound,yes,none,3
不得而知,4,compound,yes,none,4
不惜,2,compound,yes,none,2
不慎,2,compound,yes,none,2
不懈,2,compound,yes,none,2
不景气,3,compound,yes,none,3
不服,2,compound,yes,none,2
不服气,3,compound,yes,none,3
不正之风,4,compound,yes,none,4
不理,2,compound,yes,none,2
不用说,3,compound,yes,none,3
不由得,3,compound,yes,none,3
不由自主,4,compound,yes,none,4
不相上下,4,compound,yes,none,4
不知,2,compound,yes,none,2
不知不觉,4,compound,yes,none,3
不算,2,compound,yes,none,2
不约而同,4,compound,yes,none,4
不经意,3,compound,yes,none,3
不翼而飞,4,compound,yes,none,4
不耻下问,4,compound,yes,none,4
不肯,2,compound,yes,none,2
不见得,3,compound,yes,none,3
不解,2,compound,yes,none,2
不起眼,3,compound,yes,none,3
不辞而别,4,compound,yes,none,4
不适,2,compound,yes,none,2
不难,2,compound,yes,none,2
与众不同,4,compound,yes,none,4
与其,2,compound,yes,none,2
与否,2,compound,yes,none,2
与日俱增,4,compound,yes,none,4
与时俱进,4,compound,yes,none,4
与此同时,4,compound,yes,none,4
丑恶,2,compound,yes,none,2
丑闻,2,compound,yes,none,2
丑陋,2,compound,yes,none,2
专人,2,compound,yes,none,2
专制,2,compound,yes,none,2
专卖店,3,compound,yes,none,3
专柜,2,compound,yes,none,2
专栏,2,compound,yes,none,2
专注,2,compound,yes,none,2
专程,2,compound,yes,none,2
专职,2,compound,yes,none,2
专著,2,compound,yes,none,2
专长,2,compound,yes,none,2
且,1,single,yes,none,1
世代,2,compound,yes,none,2
世故,2,compound,yes,none,2
世界级,3,compound,yes,none,3
世袭,2,compound,yes,none,2
丘陵,2,compound,yes,none,2
丙,1,single,yes,none,1
业,1,single,yes,none,1
业绩,2,compound,yes,none,2
丛林,2,compound,yes,none,2
东奔西走,4,compound,yes,none,4
东张西望,4,compound,yes,none,4
东道主,3,compound,yes,none,3
丝,1,single,yes,none,1
丝毫,2,compound,yes,none,2
丝绸,2,compound,yes,none,2
丢人,2,compound,yes,none,2
丢失,2,compound,yes,none,2
丢弃,2,compound,yes,none,2
丢掉,2,compound,yes,none,2
丢脸,2,compound,yes,none,2
两口子,3,compound,yes,none,3
两栖,2,compound,yes,none,2
严密,2,compound,yes,none,2
严峻,2,compound,yes,none,2
严禁,2,compound,yes,none,2
严谨,2,compound,yes,none,2
丧生,2,compound,yes,none,2
个头儿,3,compound,yes,none,3
个案,2,compound,yes,none,2
丫头,2,compound,yes,none,2
中国画,3,compound,yes,none,3
中型,2,compound,yes,none,2
中庸,2,compound,yes,none,2
中性,2,compound,yes,none,2
中旬,2,compound,yes,none,2
中止,2,compound,yes,none,2
中立,2,compound,yes,none,2
中途,2,compound,yes,none,2
丰厚,2,compound,yes,none,2
丰富多彩,4,compound,yes,none,4
丰满,2,compound,yes,none,2
丰盛,2,compound,yes,none,2
丰硕,2,compound,yes,none,2
串门,2,compound,yes,none,2
临,1,single,yes,none,1
临床,2,compound,yes,none,2
临街,2,compound,yes,none,2
临近,2,compound,yes,none,2
丸,1,single,yes,none,1
为人,2,compound,yes,none,2
主,1,single,yes,none,1
主义,2,compound,yes,none,2
主人公,3,compound,yes,none,3
主力,2,compound,yes,none,2
主妇,2,compound,yes,none,2
主宰,2,compound,yes,none,2
主权,2,compound,yes,none,2
主演,2,compound,yes,none,2
主编,2,compound,yes,none,2
主页,2,compound,yes,none,2
主题歌,3,compound,yes,none,3
主食,2,compound,yes,none,2
举一反三,4,compound,yes,none,4
举世无双,4,compound,yes,none,4
举世瞩目,4,compound,yes,none,4
举世闻名,4,compound,yes,none,4
举例,2,compound,yes,none,2
举报,2,compound,yes,none,2
举措,2,compound,yes,none,2
举止,2,compound,yes,none,2
举重,2,compound,yes,none,2
乃,1,single,yes,none,1
乃至,2,compound,yes,none,2
久仰,2,compound,yes,none,2
久违,2,compound,yes,none,2
义工,2,compound,yes,none,2
之,1,single,yes,none,1
之所以,3,compound,yes,none,3
乐器,2,compound,yes,none,2
乐园,2,compound,yes,none,2
乐意,2,compound,yes,none,2
乒乓球,3,compound,yes,none,3
乔装,2,compound,yes,none,2
乖,1,single,yes,none,1
乖巧,2,compound,yes,none,2
乘人之危,4,compound,yes,none,4
乞丐,2,compound,yes,none,2
乞求,2,compound,yes,none,2
乞讨,2,compound,yes,none,2
也就是说,4,compound,yes,none,4
习俗,2,compound,yes,none,2
乡下,2,compound,yes,none,2
乡亲,2,compound,yes,none,2
书写,2,compound,yes,none,2
书橱,2,compound,yes,none,2
书籍,2,compound,yes,none,2
书记,2,compound,yes,none,2
书面,2,compound,yes,none,2
买不起,3,compound,yes,none,3
乱七八糟,4,compound,yes,none,4
了却,2,compound,yes,none,2
了结,2,compound,yes,none,2
予以,2,compound,yes,none,2
争先恐后,4,compound,yes,none,4
争光,2,compound,yes,none,2
争分夺秒,4,compound,yes,none,4
争吵,2,compound,yes,none,2
争执,2,compound,yes,none,2
争气,2,compound,yes,none,2
争端,2,compound,yes,none,2
事务,2,compound,yes,none,2
事务所,3,compound,yes,none,3
事宜,2,compound,yes,none,2
事态,2,compound,yes,none,2
事迹,2,compound,yes,none,2
事项,2,compound,yes,none,2
二手车,3,compound,yes,none,3
二氧化碳,4,compound,yes,none,4
亏损,2,compound,yes,none,2
亏本,2,compound,yes,none,2
互信,2,compound,yes,none,2
互助,2,compound,yes,none,2
互补,2,compound,yes,none,2
互访,2,compound,yes,none,2
五星级,3,compound,yes,none,3
五花八门,4,compound,yes,none,4
亡羊补牢,4,compound,yes,none,4
交付,2,compound,yes,none,2
交叉,2,compound,yes,none,2
交响乐,3,compound,yes,none,3
交头接耳,4,compound,yes,none,4
交情,2,compound,yes,none,2
交接,2,compound,yes,none,2
交替,2,compound,yes,none,2
交涉,2,compound,yes,none,2
交界,2,compound,yes,none,2
交纳,2,compound,yes,none,2
交谈,2,compound,yes,none,2
交锋,2,compound,yes,none,2
交集,2,compound,yes,none,2
亦,1,single,yes,none,1
产,1,single,yes,none,1
产值,2,compound,yes,none,2
产地,2,compound,yes,none,2
产物,2,compound,yes,none,2
亩,1,single,yes,none,1
享,1,single,yes,none,1
享有,2,compound,yes,none,2
亮丽,2,compound,yes,none,2
亮点,2,compound,yes,none,2
亮相,2,compound,yes,none,2
亲友,2,compound,yes,none,2
亲和力,3,compound,yes,none,3
亲情,2,compound,yes,none,2
亲戚,2,compound,yes,none,2
亲手,2,compound,yes,none,2
亲朋好友,4,compound,yes,none,4
亲热,2,compound,yes,none,2
亲生,2,compound,yes,none,2
亲身,2,compound,yes,none,2
亲近,2,compound,yes,none,2
人为,2,compound,yes,none,2
人事,2,compound,yes,none,2
人体,2,compound,yes,none,2
人品,2,compound,yes,none,2
人均,2,compound,yes,none,2
人工智能,4,compound,yes,none,4
人性,2,compound,yes,none,2
人情,2,compound,yes,none,2
人手,2,compound,yes,none,2
人文,2,compound,yes,none,2
人格,2,compound,yes,none,2
人次,2,compound,yes,none,2
人气,2,compound,yes,none,2
人缘儿,3,compound,yes,none,3
人行道,3,compound,yes,none,3
人质,2,compound,yes,none,2
人身,2,compound,yes,none,2
人选,2,compound,yes,none,2
人造,2,compound,yes,none,2
人道,2,compound,yes,none,2
仁慈,2,compound,yes,none,2
仅次于,3,compound,yes,none,3
仇,1,single,yes,none,1
仇人,2,compound,yes,none,2
仇恨,2,compound,yes,none,2
介于,2,compound,yes,none,2
介入,2,compound,yes,none,2
介意,2,compound,yes,none,2
从业,2,compound,yes,none,2
从今以后,4,compound,yes,none,4
从头,2,compound,yes,none,2
从容,2,compound,yes,none,2
从容不迫,4,compound,yes,none,4
从早到晚,4,compound,yes,none,4
从未,2,compound,yes,none,2
从来不,3,compound,yes,none,3
他人,2,compound,yes,none,2
付款,2,compound,yes,none,2
付费,2,compound,yes,none,2
仙女,2,compound,yes,none,2
仙鹤,2,compound,yes,none,2
代号,2,compound,yes,none,2
代理人,3,compound,yes,none,3
代言人,3,compound,yes,none,3
以,1,single,yes,none,1
以免,2,compound,yes,none,2
以至于,3,compound,yes,none,3
以致,2,compound,yes,none,2
以身作则,4,compound,yes,none,4
仪表,2,compound,yes,none,2
仲裁,2,compound,yes,none,2
价位,2,compound,yes,none,2
价值观,3,compound,yes,none,3
任人宰割,4,compound,yes,none,4
任命,2,compound,yes,none,2
任意,2,compound,yes,none,2
任期,2,compound,yes,none,2
任职,2,compound,yes,none,2
份额,2,compound,yes,none,2
仿,1,single,yes,none,1
仿制,2,compound,yes,none,2
伊斯兰教,4,compound,yes,none,4
休克,2,compound,yes,none,2
休养,2,compound,yes,none,2
休想,2,compound,yes,none,2
休眠,2,compound,yes,none,2
众人,2,compound,yes,none,2
众志成城,4,compound,yes,none,4
众所周知,4,compound,yes,none,4
优,1,single,yes,none,1
优化,2,compound,yes,none,2
优异,2,compound,yes,none,2
优越,2,compound,yes,none,2
优雅,2,compound,yes,none,2
伙食,2,compound,yes,none,2
会场,2,compound,yes,none,2
会意,2,compound,yes,none,2
会晤,2,compound,yes,none,2
会诊,2,compound,yes,none,2
会面,2,compound,yes,none,2
传人,2,compound,yes,none,2
传奇,2,compound,yes,none,2
传承,2,compound,yes,none,2
传授,2,compound,yes,none,2
传染,2,compound,yes,none,2
传染病,3,compound,yes,none,3
传记,2,compound,yes,none,2
传闻,2,compound,yes,none,2
伤势,2,compound,yes,none,2
伤感,2,compound,yes,none,2
伤残,2,compound,yes,none,2
伤痕,2,compound,yes,none,2
伤脑筋,3,compound,yes,none,3
伦理,2,compound,yes,none,2
伪装,2,compound,yes,none,2
伪造,2,compound,yes,none,2
伯伯,2,compound,yes,none,1
伯母,2,compound,yes,none,2
伯父,2,compound,yes,none,2
估算,2,compound,yes,none,2
伴,1,single,yes,none,1
伴侣,2,compound,yes,none,2
伴奏,2,compound,yes,none,2
伴随,2,compound,yes,none,2
伸张,2,compound,yes,none,2
伸手,2,compound,yes,none,2
伸缩,2,compound,yes,none,2
伺候,2,compound,yes,none,2
伺机,2,compound,yes,none,2
似是而非,4,compound,yes,none,4
似曾相识,4,compound,yes,none,4
但愿,2,compound,yes,none,2
位子,2,compound,yes,none,2
低下,2,compound,yes,none,2
低价,2,compound,yes,none,2
低估,2,compound,yes,none,2
低碳,2,compound,yes,none,2
低调,2,compound,yes,none,2
低谷,2,compound,yes,none,2
低迷,2,compound,yes,none,2
住址,2,compound,yes,none,2
住处,2,compound,yes,none,2
住宿,2,compound,yes,none,2
住户,2,compound,yes,none,2
佐料,2,compound,yes,none,2
体制,2,compound,yes,none,2
体温,2,compound,yes,none,2
体系,2,compound,yes,none,2
体能,2,compound,yes,none,2
体谅,2,compound,yes,none,2
体质,2,compound,yes,none,2
体贴,2,compound,yes,none,2
体面,2,compound,yes,none,2
何况,2,compound,yes,none,2
何处,2,compound,yes,none,2
何必,2,compound,yes,none,2
何时,2,compound,yes,none,2
何苦,2,compound,yes,none,2
余,1,single,yes,none,1
余地,2,compound,yes,none,2
余额,2,compound,yes,none,2
作客,2,compound,yes,none,2
作对,2,compound,yes,none,2
作弊,2,compound,yes,none,2
作物,2,compound,yes,none,2
作风,2,compound,yes,none,2
佩服,2,compound,yes,none,2
佳节,2,compound,yes,none,2
使命,2,compound,yes,none,2
使唤,2,compound,yes,none,2
使者,2,compound,yes,none,2
侃大山,3,compound,yes,none,3
侍候,2,compound,yes,none,2
供,1,single,yes,none,1
供不应求,4,compound,yes,none,4
供奉,2,compound,yes,none,2
供暖,2,compound,yes,none,2
供求,2,compound,yes,none,2
依,1,single,yes,none,1
依依不舍,4,compound,yes,none,3
依托,2,compound,yes,none,2
侠义,2,compound,yes,none,2
侦察,2,compound,yes,none,2
侧重,2,compound,yes,none,2
侧面,2,compound,yes,none,2
侮辱,2,compound,yes,none,2
侵占,2,compound,yes,none,2
侵害,2,compound,yes,none,2
侵权,2,compound,yes,none,2
侵略,2,compound,yes,none,2
便利店,3,compound,yes,none,3
便捷,2,compound,yes,none,2
便道,2,compound,yes,none,2
便饭,2,compound,yes,none,2
促成,2,compound,yes,none,2
俄语,2,compound,yes,none,2
俊,1,single,yes,none,1
俊俏,2,compound,yes,none,2
俗,1,single,yes,none,1
俗话,2,compound,yes,none,2
俗话说,3,compound,yes,none,3
俗语,2,compound,yes,none,2
俘获,2,compound,yes,none,2
俘虏,2,compound,yes,none,2
保佑,2,compound,yes,none,2
保修,2,compound,yes,none,2
保姆,2,compound,yes,none,2
保暖,2,compound,yes,none,2
保管,2,compound,yes,none,2
保质期,3,compound,yes,none,3
保重,2,compound,yes,none,2
保障,2,compound,yes,none,2
保鲜,2,compound,yes,none,2
信件,2,compound,yes,none,2
信誉,2,compound,yes,none,2
信贷,2,compound,yes,none,2
信赖,2,compound,yes,none,2
修正,2,compound,yes,none,2
修补,2,compound,yes,none,2
修订,2,compound,yes,none,2
修路,2,compound,yes,none,2
修长,2,compound,yes,none,2
俯首,2,compound,yes,none,2
倒下,2,compound,yes,none,2
倒卖,2,compound,yes,none,2
倒塌,2,compound,yes,none,2
倒数,2,compound,yes,none,2
倒计时,3,compound,yes,none,3
倒霉,2,compound,yes,none,2
倔,1,single,yes,none,1
倔强,2,compound,yes,none,2
倘若,2,compound,yes,none,2
候选人,3,compound,yes,none,3
倚,1,single,yes,none,1
借助,2,compound,yes,none,2
借口,2,compound,yes,none,2
借条,2,compound,yes,none,2
借用,2,compound,yes,none,2
倡议,2,compound,yes,none,2
债务,2,compound,yes,none,2
值钱,2,compound,yes,none,2
倾听,2,compound,yes,none,2
倾家荡产,4,compound,yes,none,4
倾斜,2,compound,yes,none,2
倾诉,2,compound,yes,none,2
倾销,2,compound,yes,none,2
假使,2,compound,yes,none,2
假冒,2,compound,yes,none,2
假定,2,compound,yes,none,2
假装,2,compound,yes,none,2
假设,2,compound,yes,none,2
偏偏,2,compound,yes,none,1
偏僻,2,compound,yes,none,2
偏向,2,compound,yes,none,2
偏差,2,compound,yes,none,2
偏方,2,compound,yes,none,2
偏见,2,compound,yes,none,2
偏远,2,compound,yes,none,2
做生意,3,compound,yes,none,3
做证,2,compound,yes,none,2
停业,2,compound,yes,none,2
停放,2,compound,yes,none,2
停泊,2,compound,yes,none,2
停电,2,compound,yes,none,2
停车位,3,compound,yes,none,3
停顿,2,compound,yes,none,2
健壮,2,compound,yes,none,2
健美,2,compound,yes,none,2
偷懒,2,compound,yes,none,2
偷看,2,compound,yes,none,2
偷窥,2,compound,yes,none,2
偿还,2,compound,yes,none,2
储备,2,compound,yes,none,2
储蓄,2,compound,yes,none,2
催,1,single,yes,none,1
催促,2,compound,yes,none,2
催眠,2,compound,yes,none,2
傲,1,single,yes,none,1
傲慢,2,compound,yes,none,2
傻瓜,2,compound,yes,none,2
像样,2,compound,yes,none,2
僧人,2,compound,yes,none,2
僵,1,single,yes,none,1
僵化,2,compound,yes,none,2
僵局,2,compound,yes,none,2
僻静,2,compound,yes,none,2
儒学,2,compound,yes,none,2
儒家,2,compound,yes,none,2
元宵节,3,compound,yes,none,3
元老,2,compound,yes,none,2
元首,2,compound,yes,none,2
充,1,single,yes,none,1
充实,2,compound,yes,none,2
充当,2,compound,yes,none,2
充沛,2,compound,yes,none,2
兆头,2,compound,yes,none,2
先例,2,compound,yes,none,2
先天,2,compound,yes,none,2
光彩,2,compound,yes,none,2
光明磊落,4,compound,yes,none,4
光泽,2,compound,yes,none,2
光滑,2,compound,yes,none,2
光环,2,compound,yes,none,2
光碟,2,compound,yes,none,2
光缆,2,compound,yes,none,2
光芒,2,compound,yes,none,2
光顾,2,compound,yes,none,2
克制,2,compound,yes,none,2
克隆,2,compound,yes,none,2
免,1,single,yes,none,1
免不了,3,compound,yes,none,3
免疫,2,compound,yes,none,2
免职,2,compound,yes,none,2
免除,2,compound,yes,none,2
兑换,2,compound,yes,none,2
兑现,2,compound,yes,none,2
兜,1,single,yes,none,1
兜儿,2,compound,yes,none,2
兜售,2,compound,yes,none,2
兢兢业业,4,compound,yes,none,2
入侵,2,compound,yes,none,2
入场,2,compound,yes,none,2
入场券,3,compound,yes,none,3
入境,2,compound,yes,none,2
入手,2,compound,yes,none,2
入选,2,compound,yes,none,2
全力以赴,4,compound,yes,none,4
全局,2,compound,yes,none,2
全心全意,4,compound,yes,none,3
全文,2,compound,yes,none,2
全方位,3,compound,yes,none,3
全程,2,compound,yes,none,2
全能,2,compound,yes,none,2
全长,2,compound,yes,none,2
八卦,2,compound,yes,none,2
公事,2,compound,yes,none,2
公仆,2,compound,yes,none,2
公共场所,4,compound,yes,none,4
公关,2,compound,yes,none,2
公函,2,compound,yes,none,2
公务,2,compound,yes,none,2
公墓,2,compound,yes,none,2
公安局,3,compound,yes,none,3
公寓,2,compound,yes,none,2
公开信,3,compound,yes,none,3
公款,2,compound,yes,none,2
公然,2,compound,yes,none,2
公用,2,compound,yes,none,2
公益,2,compound,yes,none,2
公益性,3,compound,yes,none,3
公示,2,compound,yes,none,2
公积金,3,compound,yes,none,3
公立,2,compound,yes,none,2
公约,2,compound,yes,none,2
公职,2,compound,yes,none,2
公证,2,compound,yes,none,2
公费,2,compound,yes,none,2
公车,2,compound,yes,none,2
公道,2,compound,yes,none,2
公顷,2,compound,yes,none,2
共同体,3,compound,yes,none,3
共性,2,compound,yes,none,2
共识,2,compound,yes,none,2
共鸣,2,compound,yes,none,2
关头,2,compound,yes,none,2
关掉,2,compound,yes,none,2
关照,2,compound,yes,none,2
关税,2,compound,yes,none,2
关节,2,compound,yes,none,2
兴奋剂,3,compound,yes,none,3
兴建,2,compound,yes,none,2
兴致,2,compound,yes,none,2
兴起,2,compound,yes,none,2
兴高采烈,4,compound,yes,none,4
其后,2,compound,yes,none,2
其间,2,compound,yes,none,2
典范,2,compound,yes,none,2
兹,1,single,yes,none,1
养殖,2,compound,yes,none,2
养活,2,compound,yes,none,2
养生,2,compound,yes,none,2
养老金,3,compound,yes,none,3
养老院,3,compound,yes,none,3
兼,1,single,yes,none,1
兼任,2,compound,yes,none,2
兼容,2,compound,yes,none,2
兼职,2,compound,yes,none,2
兼顾,2,compound,yes,none,2
内向,2,compound,yes,none,2
内存,2,compound,yes,none,2
内幕,2,compound,yes,none,2
内涵,2,compound,yes,none,2
内行,2,compound,yes,none,2
内阁,2,compound,yes,none,2
内需,2,compound,yes,none,2
再度,2,compound,yes,none,2
再现,2,compound,yes,none,2
冒充,2,compound,yes,none,2
冒昧,2,compound,yes,none,2
冒犯,2,compound,yes,none,2
冒险,2,compound,yes,none,2
冗长,2,compound,yes,none,2
写照,2,compound,yes,none,2
军官,2,compound,yes,none,2
农作物,3,compound,yes,none,3
农历,2,compound,yes,none,2
农场,2,compound,yes,none,2
农民工,3,compound,yes,none,3
冤,1,single,yes,none,1
冤枉,2,compound,yes,none,2
冰山,2,compound,yes,none,2
冰棍儿,3,compound,yes,none,3
冲刺,2,compound,yes,none,2
冲撞,2,compound,yes,none,2
冲洗,2,compound,yes,none,2
冲浪,2,compound,yes,none,2
决议,2,compound,yes,none,2
况且,2,compound,yes,none,2
冷冻,2,compound,yes,none,2
冷战,2,compound,yes,none,2
冷淡,2,compound,yes,none,2
冷漠,2,compound,yes,none,2
冷笑,2,compound,yes,none,2
冷落,2,compound,yes,none,2
冷酷,2,compound,yes,none,2
冷酷无情,4,compound,yes,none,4
冷门,2,compound,yes,none,2
冻结,2,compound,yes,none,2
净化,2,compound,yes,none,2
凄凉,2,compound,yes,none,2
准则,2,compound,yes,none,2
准许,2,compound,yes,none,2
凉爽,2,compound,yes,none,2
凌晨,2,compound,yes,none,2
减免,2,compound,yes,none,2
减压,2,compound,yes,none,2
减弱,2,compound,yes,none,2
减速,2,compound,yes,none,2
凑,1,single,yes,none,1
凑合,2,compound,yes,none,2
凑巧,2,compound,yes,none,2
凝固,2,compound,yes,none,2
凝聚,2,compound,yes,none,2
几率,2,compound,yes,none,2
凡,1,single,yes,none,1
凤凰,2,compound,yes,none,2
凭借,2,compound,yes,none,2
凭着,2,compound,yes,none,2
凭证,2,compound,yes,none,2
凯歌,2,compound,yes,none,2
凳子,2,compound,yes,none,2
凶恶,2,compound,yes,none,2
凶残,2,compound,yes,none,2
凶狠,2,compound,yes,none,2
凶猛,2,compound,yes,none,2
凸,1,single,yes,none,1
凸显,2,compound,yes,none,2
凹,1,single,yes,none,1
出丑,2,compound,yes,none,2
出主意,3,compound,yes,none,3
出人意料,4,compound,yes,none,4
出任,2,compound,yes,none,2
出众,2,compound,yes,none,2
出具,2,compound,yes,none,2
出卖,2,compound,yes,none,2
出厂,2,compound,yes,none,2
出发点,3,compound,yes,none,3
出口成章,4,compound,yes,none,4
出土,2,compound,yes,none,2
出境,2,compound,yes,none,2
出头,2,compound,yes,none,2
出局,2,compound,yes,none,2
出山,2,compound,yes,none,2
出息,2,compound,yes,none,2
出手,2,compound,yes,none,2
出毛病,3,compound,yes,none,3
出洋相,3,compound,yes,none,3
出游,2,compound,yes,none,2
出演,2,compound,yes,none,2
出版社,3,compound,yes,none,3
出示,2,compound,yes,none,2
出自,2,compound,yes,none,2
出血,2,compound,yes,none,2
出资,2,compound,yes,none,2
出走,2,compound,yes,none,2
出身,2,compound,yes,none,2
出道,2,compound,yes,none,2
出难题,3,compound,yes,none,3
出风头,3,compound,yes,none,3
函授,2,compound,yes,none,2
凿,1,single,yes,none,1
刁难,2,compound,yes,none,2
分割,2,compound,yes,none,2
分化,2,compound,yes,none,2
分外,2,compound,yes,none,2
分寸,2,compound,yes,none,2
分担,2,compound,yes,none,2
分支,2,compound,yes,none,2
分明,2,compound,yes,none,2
分歧,2,compound,yes,none,2
分泌,2,compound,yes,none,2
分红,2,compound,yes,none,2
分赃,2,compound,yes,none,2
分辨,2,compound,yes,none,2
分量,2,compound,yes,none,2
切割,2,compound,yes,none,2
切断,2,compound,yes,none,2
切身,2,compound,yes,none,2
切除,2,compound,yes,none,2
刊物,2,compound,yes,none,2
刊登,2,compound,yes,none,2
刑法,2,compound,yes,none,2
划时代,3,compound,yes,none,3
划算,2,compound,yes,none,2
列举,2,compound,yes,none,2
则,1,single,yes,none,1
刚毅,2,compound,yes,none,2
创,1,single,yes,none,1
创伤,2,compound,yes,none,2
创始人,3,compound,yes,none,3
初次,2,compound,yes,none,2
初衷,2,compound,yes,none,2
删,1,single,yes,none,1
删除,2,compound,yes,none,2
判决,2,compound,yes,none,2
判处,2,compound,yes,none,2
判定,2,compound,yes,none,2
刨,1,single,yes,none,1
利害,2,compound,yes,none,2
利率,2,compound,yes,none,2
利索,2,compound,yes,none,2
别具匠心,4,compound,yes,none,4
别墅,2,compound,yes,none,2
别扭,2,compound,yes,none,2
别提了,3,compound,yes,none,3
别看,2,compound,yes,none,2
别致,2,compound,yes,none,2
别说,2,compound,yes,none,2
刮风,2,compound,yes,none,2
到位,2,compound,yes,none,2
到头来,3,compound,yes,none,3
制,1,single,yes,none,1
制品,2,compound,yes,none,2
制服,2,compound,yes,none,2
制止,2,compound,yes,none,2
制裁,2,compound,yes,none,2
刷新,2,compound,yes,none,2
刹车,2,compound,yes,none,2
刺绣,2,compound,yes,none,2
刺耳,2,compound,yes,none,2
刺骨,2,compound,yes,none,2
刻意,2,compound,yes,none,2
刻舟求剑,4,compound,yes,none,4
刻苦,2,compound,yes,none,2
剂,1,single,yes,none,1
剃,1,single,yes,none,1
削,1,single,yes,none,1
削弱,2,compound,yes,none,2
前不久,3,compound,yes,none,3
前仰后合,4,compound,yes,none,4
前任,2,compound,yes,none,2
前台,2,compound,yes,none,2
前夕,2,compound,yes,none,2
前所未有,4,compound,yes,none,4
前无古人,4,compound,yes,none,4
前期,2,compound,yes,none,2
