word,length,type,unique_to_level,also_appears_in_levels,character_count
不一会儿,4,compound,no,2|3|5|6|7,4
不一定,3,compound,no,2|3|5|6|7,3
不久,2,compound,no,2|3|5|6|7,2
不仅,2,compound,no,3|5|6|7,2
不但,2,compound,no,2|3|5|6|7,2
不光,2,compound,no,3|5|6|7,2
不同,2,compound,no,2|3|5|6|7,2
不在乎,3,compound,no,5|6|7,3
不够,2,compound,no,2|3|5|6|7,2
不大,2,compound,no,1|2|3|5|6|7,2
不太,2,compound,no,2|3|5|6|7,2
不好意思,4,compound,no,2|3|5|6|7,4
不如,2,compound,no,2|3|5|6|7,2
不安,2,compound,no,3|5|6|7,2
不客气,3,compound,no,1|2|3|5|6|7,3
不对,2,compound,no,1|2|3|5|6|7,2
不少,2,compound,no,2|3|5|6|7,2
不得不,3,compound,no,3|5|6|7,2
不必,2,compound,no,3|5|6|7,2
不断,2,compound,no,3|5|6|7,2
不满,2,compound,no,2|3|5|6|7,2
不然,2,compound,no,5|6|7,2
不用,2,compound,no,1|2|3|5|6|7,2
不管,2,compound,no,5|6|7,2
不行,2,compound,no,2|3|5|6|7,2
不要,2,compound,no,2|3|5|6|7,2
不要紧,3,compound,no,5|6|7,3
不论,2,compound,no,3|5|6|7,2
不过,2,compound,no,2|3|5|6|7,2
不错,2,compound,no,2|3|5|6|7,2
专业,2,compound,no,3|5|6|7,2
专家,2,compound,no,3|5|6|7,2
专心,2,compound,no,5|6|7,2
专门,2,compound,no,3|5|6|7,2
专题,2,compound,no,3|5|6|7,2
世界,2,compound,no,3|5|6|7,2
世界杯,3,compound,no,3|5|6|7,3
世纪,2,compound,no,3|5|6|7,2
业余,2,compound,no,5|6|7,2
东,1,single,no,1|2|3|5|6|7,1
东北,2,compound,no,2|3|5|6|7,2
东南,2,compound,no,2|3|5|6|7,2
东方,2,compound,no,2|3|5|6|7,2
东西,2,compound,no,1|2|3|5|6|7,2
东边,2,compound,no,1|2|3|5|6|7,2
东部,2,compound,no,3|5|6|7,2
两,1,single,no,1|2|3|5|6|7,1
两边,2,compound,no,5|6|7,2
严,1,single,no,5|6|7,1
严格,2,compound,no,5|6|7,2
严重,2,compound,no,5|6|7,2
个,1,single,no,1|2|3|5|6|7,1
个人,2,compound,no,3|5|6|7,2
个体,2,compound,no,5|6|7,2
个别,2,compound,no,5|6|7,2
个子,2,compound,no,2|3|5|6|7,2
个性,2,compound,no,3|5|6|7,2
中,1,single,no,1|2|3|5|6|7,1
中介,2,compound,no,5|6|7,2
中医,2,compound,no,2|3|5|6|7,2
中午,2,compound,no,1|2|3|5|6|7,2
中华民族,4,compound,no,3|5|6|7,4
中国,2,compound,no,1|2|3|5|6|7,2
中奖,2,compound,no,5|6|7,2
中学,2,compound,no,1|2|3|5|6|7,2
中学生,3,compound,no,1|2|3|5|6|7,3
中小学,3,compound,no,2|3|5|6|7,3
中年,2,compound,no,2|3|5|6|7,2
中心,2,compound,no,2|3|5|6|7,2
中文,2,compound,no,1|2|3|5|6|7,2
中级,2,compound,no,2|3|5|6|7,2
中部,2,compound,no,3|5|6|7,2
中间,2,compound,no,1|2|3|5|6|7,2
中餐,2,compound,no,2|3|5|6|7,2
丰富,2,compound,no,3|5|6|7,2
临时,2,compound,no,5|6|7,2
为,1,single,no,2|3|5|6|7,1
为了,2,compound,no,3|5|6|7,2
为什么,3,compound,no,2|3|5|6|7,3
主人,2,compound,no,2|3|5|6|7,2
主任,2,compound,no,3|5|6|7,2
主动,2,compound,no,3|5|6|7,2
主席,2,compound,no,5|6|7,2
主张,2,compound,no,3|5|6|7,2
主意,2,compound,no,3|5|6|7,2
主持,2,compound,no,3|5|6|7,2
主要,2,compound,no,2|3|5|6|7,2
主题,2,compound,no,5|6|7,2
举,1,single,no,2|3|5|6|7,1
举办,2,compound,no,3|5|6|7,2
举手,2,compound,no,2|3|5|6|7,2
举行,2,compound,no,2|3|5|6|7,2
久,1,single,no,3|5|6|7,1
义务,2,compound,no,5|6|7,2
之一,2,compound,no,5|6|7,2
之前,2,compound,no,5|6|7,2
之后,2,compound,no,5|6|7,2
之间,2,compound,no,5|6|7,2
乐,1,single,no,3|5|6|7,1
乐观,2,compound,no,3|5|6|7,2
乐趣,2,compound,no,5|6|7,2
乐队,2,compound,no,3|5|6|7,2
九,1,single,no,1|2|3|5|6|7,1
也,1,single,no,1|2|3|5|6|7,1
也许,2,compound,no,2|3|5|6|7,2
习惯,2,compound,no,2|3|5|6|7,2
书,1,single,no,1|2|3|5|6|7,1
书包,2,compound,no,1|2|3|5|6|7,2
书店,2,compound,no,1|2|3|5|6|7,2
书架,2,compound,no,3|5|6|7,2
买,1,single,no,1|2|3|5|6|7,1
乱,1,single,no,3|5|6|7,1
了,1,single,no,1|2|3|5|6|7,1
了不起,3,compound,no,5|6|7,3
了解,2,compound,no,5|6|7,2
争,1,single,no,3|5|6|7,1
争取,2,compound,no,3|5|6|7,2
争论,2,compound,no,5|6|7,2
事,1,single,no,1|2|3|5|6|7,1
事业,2,compound,no,3|5|6|7,2
事件,2,compound,no,3|5|6|7,2
事先,2,compound,no,5|6|7,2
事实,2,compound,no,3|5|6|7,2
事实上,3,compound,no,3|5|6|7,3
事情,2,compound,no,2|3|5|6|7,2
事故,2,compound,no,3|5|6|7,2
事物,2,compound,no,5|6|7,2
二,1,single,no,1|2|3|5|6|7,1
二手,2,compound,no,5|6|7,2
于是,2,compound,no,5|6|7,2
云,1,single,no,2|3|5|6|7,1
互相,2,compound,no,3|5|6|7,2
互联网,3,compound,no,3|5|6|7,3
五,1,single,no,1|2|3|5|6|7,1
五颜六色,4,compound,no,5|6|7,4
亚运会,3,compound,no,5|6|7,3
些,1,single,no,5|6|7,1
交,1,single,no,2|3|5|6|7,1
交往,2,compound,no,3|5|6|7,2
交换,2,compound,no,5|6|7,2
交易,2,compound,no,3|5|6|7,2
交朋友,3,compound,no,2|3|5|6|7,3
交流,2,compound,no,3|5|6|7,2
交给,2,compound,no,2|3|5|6|7,2
交警,2,compound,no,3|5|6|7,2
交费,2,compound,no,3|5|6|7,2
交通,2,compound,no,2|3|5|6|7,2
交际,2,compound,no,5|6|7,2
产品,2,compound,no,5|6|7,2
产生,2,compound,no,3|5|6|7,2
京剧,2,compound,no,3|5|6|7,2
亮,1,single,no,2|3|5|6|7,1
亲,1,single,no,3|5|6|7,1
亲人,2,compound,no,3|5|6|7,2
亲切,2,compound,no,3|5|6|7,2
亲密,2,compound,no,5|6|7,2
亲爱,2,compound,no,5|6|7,2
亲自,2,compound,no,3|5|6|7,2
人,1,single,no,1|2|3|5|6|7,1
人们,2,compound,no,2|3|5|6|7,2
人口,2,compound,no,2|3|5|6|7,2
人员,2,compound,no,3|5|6|7,2
人家,2,compound,no,5|6|7,2
人工,2,compound,no,3|5|6|7,2
人才,2,compound,no,3|5|6|7,2
人数,2,compound,no,2|3|5|6|7,2
人民,2,compound,no,3|5|6|7,2
人民币,3,compound,no,3|5|6|7,3
人生,2,compound,no,3|5|6|7,2
人类,2,compound,no,3|5|6|7,2
人群,2,compound,no,3|5|6|7,2
亿,1,single,no,2|3|5|6|7,1
什么,2,compound,no,1|2|3|5|6|7,2
什么样,3,compound,no,2|3|5|6|7,3
仅,1,single,no,3|5|6|7,1
仅仅,2,compound,no,3|5|6|7,1
今后,2,compound,no,2|3|5|6|7,2
今天,2,compound,no,1|2|3|5|6|7,2
今年,2,compound,no,1|2|3|5|6|7,2
介绍,2,compound,no,1|2|3|5|6|7,2
仍,1,single,no,3|5|6|7,1
仍然,2,compound,no,3|5|6|7,2
从,1,single,no,1|2|3|5|6|7,1
从事,2,compound,no,3|5|6|7,2
从前,2,compound,no,3|5|6|7,2
从小,2,compound,no,2|3|5|6|7,2
从来,2,compound,no,3|5|6|7,2
从此,2,compound,no,5|6|7,2
他,1,single,no,1|2|3|5|6|7,1
他们,2,compound,no,1|2|3|5|6|7,2
付,1,single,no,3|5|6|7,1
付出,2,compound,no,5|6|7,2
代,1,single,no,3|5|6|7,1
代替,2,compound,no,5|6|7,2
代表,2,compound,no,3|5|6|7,2
代表团,3,compound,no,3|5|6|7,3
以上,2,compound,no,2|3|5|6|7,2
以下,2,compound,no,2|3|5|6|7,2
以为,2,compound,no,2|3|5|6|7,2
以内,2,compound,no,5|6|7,2
以前,2,compound,no,2|3|5|6|7,2
以及,2,compound,no,5|6|7,2
以后,2,compound,no,2|3|5|6|7,2
以外,2,compound,no,2|3|5|6|7,2
以来,2,compound,no,3|5|6|7,2
们,1,single,no,1|2|3|5|6|7,1
们,1,single,no,1|2|3|5|6|7,1
件,1,single,no,2|3|5|6|7,1
价值,2,compound,no,3|5|6|7,2
价格,2,compound,no,3|5|6|7,2
价钱,2,compound,no,3|5|6|7,2
任,1,single,no,3|5|6|7,1
任何,2,compound,no,3|5|6|7,2
任务,2,compound,no,3|5|6|7,2
份,1,single,no,2|3|5|6|7,1
企业,2,compound,no,5|6|7,2
休假,2,compound,no,2|3|5|6|7,2
休息,2,compound,no,1|2|3|5|6|7,2
优势,2,compound,no,3|5|6|7,2
优点,2,compound,no,3|5|6|7,2
优秀,2,compound,no,5|6|7,2
优美,2,compound,no,5|6|7,2
优良,2,compound,no,5|6|7,2
伙,1,single,no,5|6|7,1
伙伴,2,compound,no,5|6|7,2
会,1,single,no,1|2|3|5|6|7,1
会员,2,compound,no,3|5|6|7,2
会计,2,compound,no,5|6|7,2
会议,2,compound,no,3|5|6|7,2
伞,1,single,no,5|6|7,1
伟大,2,compound,no,3|5|6|7,2
传,1,single,no,3|5|6|7,1
传播,2,compound,no,3|5|6|7,2
传来,2,compound,no,3|5|6|7,2
传统,2,compound,no,5|6|7,2
传说,2,compound,no,3|5|6|7,2
伤,1,single,no,3|5|6|7,1
伤害,2,compound,no,5|6|7,2
伤心,2,compound,no,3|5|6|7,2
似乎,2,compound,no,5|6|7,2
似的,2,compound,no,5|6|7,2
但,1,single,no,2|3|5|6|7,1
但是,2,compound,no,2|3|5|6|7,2
位,1,single,no,2|3|5|6|7,1
位于,2,compound,no,5|6|7,2
位置,2,compound,no,5|6|7,2
低,1,single,no,2|3|5|6|7,1
住,1,single,no,1|2|3|5|6|7,1
住房,2,compound,no,2|3|5|6|7,2
住院,2,compound,no,2|3|5|6|7,2
体会,2,compound,no,3|5|6|7,2
体操,2,compound,no,5|6|7,2
体检,2,compound,no,5|6|7,2
体现,2,compound,no,3|5|6|7,2
体育,2,compound,no,2|3|5|6|7,2
体育场,3,compound,no,2|3|5|6|7,3
体育馆,3,compound,no,2|3|5|6|7,3
体重,2,compound,no,5|6|7,2
体验,2,compound,no,3|5|6|7,2
作业,2,compound,no,2|3|5|6|7,2
作为,2,compound,no,5|6|7,2
作出,2,compound,no,5|6|7,2
作品,2,compound,no,3|5|6|7,2
作家,2,compound,no,2|3|5|6|7,2
作文,2,compound,no,2|3|5|6|7,2
作用,2,compound,no,2|3|5|6|7,2
作者,2,compound,no,3|5|6|7,2
你,1,single,no,1|2|3|5|6|7,1
你们,2,compound,no,1|2|3|5|6|7,2
使,1,single,no,3|5|6|7,1
使劲,2,compound,no,5|6|7,2
使用,2,compound,no,2|3|5|6|7,2
例如,2,compound,no,2|3|5|6|7,2
例子,2,compound,no,2|3|5|6|7,2
供应,2,compound,no,5|6|7,2
依然,2,compound,no,5|6|7,2
依靠,2,compound,no,5|6|7,2
便宜,2,compound,no,2|3|5|6|7,2
促使,2,compound,no,5|6|7,2
促进,2,compound,no,5|6|7,2
促销,2,compound,no,5|6|7,2
保,1,single,no,3|5|6|7,1
保存,2,compound,no,3|5|6|7,2
保守,2,compound,no,5|6|7,2
保安,2,compound,no,3|5|6|7,2
保密,2,compound,no,5|6|7,2
保护,2,compound,no,3|5|6|7,2
保持,2,compound,no,3|5|6|7,2
保留,2,compound,no,3|5|6|7,2
保证,2,compound,no,3|5|6|7,2
保险,2,compound,no,3|5|6|7,2
信,1,single,no,2|3|5|6|7,1
信任,2,compound,no,3|5|6|7,2
信号,2,compound,no,2|3|5|6|7,2
信封,2,compound,no,3|5|6|7,2
信心,2,compound,no,2|3|5|6|7,2
信息,2,compound,no,2|3|5|6|7,2
信用卡,3,compound,no,2|3|5|6|7,3
俩,1,single,no,5|6|7,1
修,1,single,no,3|5|6|7,1
修改,2,compound,no,3|5|6|7,2
修理,2,compound,no,5|6|7,2
倍,1,single,no,5|6|7,1
倒,1,single,no,2|3|5|6|7,1
倒车,2,compound,no,5|6|7,2
倒闭,2,compound,no,5|6|7,2
借,1,single,no,2|3|5|6|7,1
值,1,single,no,3|5|6|7,1
值得,2,compound,no,3|5|6|7,2
假,1,single,no,2|3|5|6|7,1
假如,2,compound,no,5|6|7,2
假期,2,compound,no,2|3|5|6|7,2
做,1,single,no,1|2|3|5|6|7,1
做到,2,compound,no,2|3|5|6|7,2
做客,2,compound,no,3|5|6|7,2
做梦,2,compound,no,5|6|7,2
做法,2,compound,no,2|3|5|6|7,2
做饭,2,compound,no,2|3|5|6|7,2
停,1,single,no,2|3|5|6|7,1
停下,2,compound,no,5|6|7,2
停止,2,compound,no,3|5|6|7,2
停车,2,compound,no,2|3|5|6|7,2
停车场,3,compound,no,2|3|5|6|7,3
健康,2,compound,no,2|3|5|6|7,2
健身,2,compound,no,5|6|7,2
像,1,single,no,2|3|5|6|7,1
儿子,2,compound,no,1|2|3|5|6|7,2
儿童,2,compound,no,5|6|7,2
元,1,single,no,1|2|3|5|6|7,1
兄弟,2,compound,no,5|6|7,2
充分,2,compound,no,5|6|7,2
充满,2,compound,no,3|5|6|7,2
充电,2,compound,no,5|6|7,2
充电器,3,compound,no,5|6|7,3
先,1,single,no,1|2|3|5|6|7,1
先生,2,compound,no,1|2|3|5|6|7,2
先进,2,compound,no,3|5|6|7,2
光,1,single,no,3|5|6|7,1
光临,2,compound,no,5|6|7,2
光明,2,compound,no,3|5|6|7,2
光盘,2,compound,no,5|6|7,2
克,1,single,no,2|3|5|6|7,1
克服,2,compound,no,3|5|6|7,2
免费,2,compound,no,5|6|7,2
入口,2,compound,no,2|3|5|6|7,2
全,1,single,no,2|3|5|6|7,1
全体,2,compound,no,2|3|5|6|7,2
全国,2,compound,no,2|3|5|6|7,2
全场,2,compound,no,3|5|6|7,2
全家,2,compound,no,2|3|5|6|7,2
全年,2,compound,no,2|3|5|6|7,2
全球,2,compound,no,3|5|6|7,2
全身,2,compound,no,2|3|5|6|7,2
全部,2,compound,no,2|3|5|6|7,2
全面,2,compound,no,3|5|6|7,2
八,1,single,no,1|2|3|5|6|7,1
公交车,3,compound,no,2|3|5|6|7,3
公元,2,compound,no,5|6|7,2
公共,2,compound,no,3|5|6|7,2
公共汽车,4,compound,no,2|3|5|6|7,4
公务员,3,compound,no,3|5|6|7,3
公司,2,compound,no,2|3|5|6|7,2
公园,2,compound,no,2|3|5|6|7,2
公布,2,compound,no,3|5|6|7,2
公平,2,compound,no,2|3|5|6|7,2
公开,2,compound,no,3|5|6|7,2
公斤,2,compound,no,2|3|5|6|7,2
公民,2,compound,no,3|5|6|7,2
公路,2,compound,no,2|3|5|6|7,2
公里,2,compound,no,2|3|5|6|7,2
六,1,single,no,1|2|3|5|6|7,1
共,1,single,no,5|6|7,1
共同,2,compound,no,3|5|6|7,2
共有,2,compound,no,3|5|6|7,2
关,1,single,no,1|2|3|5|6|7,1
关上,2,compound,no,1|2|3|5|6|7,2
关于,2,compound,no,5|6|7,2
关心,2,compound,no,2|3|5|6|7,2
关机,2,compound,no,2|3|5|6|7,2
关注,2,compound,no,3|5|6|7,2
关系,2,compound,no,3|5|6|7,2
关闭,2,compound,no,5|6|7,2
兴奋,2,compound,no,5|6|7,2
兴趣,2,compound,no,5|6|7,2
兵,1,single,no,5|6|7,1
其中,2,compound,no,2|3|5|6|7,2
其他,2,compound,no,2|3|5|6|7,2
其余,2,compound,no,5|6|7,2
其实,2,compound,no,3|5|6|7,2
其次,2,compound,no,3|5|6|7,2
具体,2,compound,no,3|5|6|7,2
具备,2,compound,no,5|6|7,2
具有,2,compound,no,3|5|6|7,2
典型,2,compound,no,5|6|7,2
养,1,single,no,2|3|5|6|7,1
养成,2,compound,no,5|6|7,2
内,1,single,no,3|5|6|7,1
内容,2,compound,no,3|5|6|7,2
内心,2,compound,no,3|5|6|7,2
内科,2,compound,no,5|6|7,2
内部,2,compound,no,5|6|7,2
再,1,single,no,1|2|3|5|6|7,1
再三,2,compound,no,5|6|7,2
再见,2,compound,no,1|2|3|5|6|7,2
写,1,single,no,1|2|3|5|6|7,1
写作,2,compound,no,3|5|6|7,2
农业,2,compound,no,3|5|6|7,2
农村,2,compound,no,3|5|6|7,2
农民,2,compound,no,3|5|6|7,2
冬天,2,compound,no,2|3|5|6|7,2
冬季,2,compound,no,5|6|7,2
冰,1,single,no,5|6|7,1
冰箱,2,compound,no,5|6|7,2
冰雪,2,compound,no,5|6|7,2
冲,1,single,no,5|6|7,1
决定,2,compound,no,3|5|6|7,2
决心,2,compound,no,3|5|6|7,2
决赛,2,compound,no,3|5|6|7,2
冷,1,single,no,1|2|3|5|6|7,1
冷静,2,compound,no,5|6|7,2
准,1,single,no,3|5|6|7,1
准备,2,compound,no,1|2|3|5|6|7,2
准时,2,compound,no,5|6|7,2
准确,2,compound,no,2|3|5|6|7,2
凉,1,single,no,2|3|5|6|7,1
凉快,2,compound,no,2|3|5|6|7,2
凉水,2,compound,no,3|5|6|7,2
减,1,single,no,5|6|7,1
减少,2,compound,no,5|6|7,2
减肥,2,compound,no,5|6|7,2
几,1,single,no,1|2|3|5|6|7,1
几乎,2,compound,no,5|6|7,2
出,1,single,no,1|2|3|5|6|7,1
出去,2,compound,no,1|2|3|5|6|7,2
出发,2,compound,no,2|3|5|6|7,2
出口,2,compound,no,2|3|5|6|7,2
出售,2,compound,no,5|6|7,2
出国,2,compound,no,2|3|5|6|7,2
出席,2,compound,no,5|6|7,2
出来,2,compound,no,1|2|3|5|6|7,2
出现,2,compound,no,2|3|5|6|7,2
出生,2,compound,no,2|3|5|6|7,2
出租,2,compound,no,2|3|5|6|7,2
出租车,3,compound,no,2|3|5|6|7,3
出色,2,compound,no,5|6|7,2
出门,2,compound,no,2|3|5|6|7,2
出院,2,compound,no,2|3|5|6|7,2
刀,1,single,no,3|5|6|7,1
分,1,single,no,1|2|3|5|6|7,1
分为,2,compound,no,5|6|7,2
分之,2,compound,no,5|6|7,2
分别,2,compound,no,3|5|6|7,2
分布,2,compound,no,5|6|7,2
分开,2,compound,no,2|3|5|6|7,2
分手,2,compound,no,5|6|7,2
分散,2,compound,no,5|6|7,2
分数,2,compound,no,2|3|5|6|7,2
分组,2,compound,no,3|5|6|7,2
分配,2,compound,no,3|5|6|7,2
分钟,2,compound,no,2|3|5|6|7,2
切,1,single,no,5|6|7,1
划,1,single,no,5|6|7,1
划船,2,compound,no,3|5|6|7,2
列,1,single,no,5|6|7,1
列为,2,compound,no,5|6|7,2
列入,2,compound,no,5|6|7,2
列车,2,compound,no,5|6|7,2
刚,1,single,no,2|3|5|6|7,1
刚刚,2,compound,no,2|3|5|6|7,1
刚才,2,compound,no,2|3|5|6|7,2
创业,2,compound,no,3|5|6|7,2
创作,2,compound,no,3|5|6|7,2
创新,2,compound,no,3|5|6|7,2
创造,2,compound,no,3|5|6|7,2
初,1,single,no,3|5|6|7,1
初,1,single,no,3|5|6|7,1
初一,2,compound,no,3|5|6|7,2
初中,2,compound,no,3|5|6|7,2
初步,2,compound,no,3|5|6|7,2
初级,2,compound,no,3|5|6|7,2
判断,2,compound,no,3|5|6|7,2
利息,2,compound,no,5|6|7,2
利用,2,compound,no,3|5|6|7,2
利益,2,compound,no,5|6|7,2
别,1,single,no,1|2|3|5|6|7,1
别人,2,compound,no,1|2|3|5|6|7,2
别的,2,compound,no,1|2|3|5|6|7,2
到,1,single,no,1|2|3|5|6|7,1
到处,2,compound,no,2|3|5|6|7,2
到底,2,compound,no,3|5|6|7,2
到达,2,compound,no,3|5|6|7,2
制作,2,compound,no,3|5|6|7,2
制定,2,compound,no,3|5|6|7,2
制度,2,compound,no,3|5|6|7,2
制订,2,compound,no,5|6|7,2
制造,2,compound,no,3|5|6|7,2
刷,1,single,no,5|6|7,1
刷子,2,compound,no,5|6|7,2
刷牙,2,compound,no,5|6|7,2
刺,1,single,no,5|6|7,1
刺激,2,compound,no,5|6|7,2
刻,1,single,no,2|3|5|6|7,1
前,1,single,no,1|2|3|5|6|7,1
前后,2,compound,no,3|5|6|7,2
前天,2,compound,no,1|2|3|5|6|7,2
前头,2,compound,no,5|6|7,2
前年,2,compound,no,2|3|5|6|7,2
前往,2,compound,no,3|5|6|7,2
前边,2,compound,no,1|2|3|5|6|7,2
前进,2,compound,no,3|5|6|7,2
前途,2,compound,no,5|6|7,2
前面,2,compound,no,3|5|6|7,2
剧场,2,compound,no,3|5|6|7,2
力,1,single,no,3|5|6|7,1
力气,2,compound,no,5|6|7,2
力量,2,compound,no,3|5|6|7,2
办,1,single,no,2|3|5|6|7,1
办事,2,compound,no,5|6|7,2
办公室,3,compound,no,2|3|5|6|7,3
办法,2,compound,no,2|3|5|6|7,2
办理,2,compound,no,3|5|6|7,2
功夫,2,compound,no,3|5|6|7,2
功能,2,compound,no,3|5|6|7,2
功课,2,compound,no,3|5|6|7,2
加,1,single,no,2|3|5|6|7,1
加入,2,compound,no,5|6|7,2
加工,2,compound,no,3|5|6|7,2
加强,2,compound,no,3|5|6|7,2
加快,2,compound,no,3|5|6|7,2
加油,2,compound,no,2|3|5|6|7,2
加油站,3,compound,no,5|6|7,3
加班,2,compound,no,5|6|7,2
动,1,single,no,1|2|3|5|6|7,1
动人,2,compound,no,3|5|6|7,2
动作,2,compound,no,1|2|3|5|6|7,2
动力,2,compound,no,3|5|6|7,2
动摇,2,compound,no,5|6|7,2
动物,2,compound,no,2|3|5|6|7,2
动物园,3,compound,no,2|3|5|6|7,3
动画片,3,compound,no,5|6|7,3
努力,2,compound,no,2|3|5|6|7,2
勇敢,2,compound,no,5|6|7,2
勇气,2,compound,no,5|6|7,2
包,1,single,no,1|2|3|5|6|7,1
包含,2,compound,no,5|6|7,2
包子,2,compound,no,1|2|3|5|6|7,2
包括,2,compound,no,5|6|7,2
包裹,2,compound,no,5|6|7,2
化,1,single,no,3|5|6|7,1
化,1,single,no,3|5|6|7,1
北,1,single,no,1|2|3|5|6|7,1
北京,2,compound,no,1|2|3|5|6|7,2
北方,2,compound,no,2|3|5|6|7,2
北边,2,compound,no,1|2|3|5|6|7,2
北部,2,compound,no,3|5|6|7,2
区,1,single,no,3|5|6|7,1
区别,2,compound,no,3|5|6|7,2
医学,2,compound,no,5|6|7,2
医生,2,compound,no,1|2|3|5|6|7,2
医疗,2,compound,no,5|6|7,2
医院,2,compound,no,1|2|3|5|6|7,2
十,1,single,no,1|2|3|5|6|7,1
十分,2,compound,no,2|3|5|6|7,2
千,1,single,no,2|3|5|6|7,1
千万,2,compound,no,3|5|6|7,2
千克,2,compound,no,2|3|5|6|7,2
升,1,single,no,3|5|6|7,1
午睡,2,compound,no,2|3|5|6|7,2
午餐,2,compound,no,2|3|5|6|7,2
午饭,2,compound,no,1|2|3|5|6|7,2
半,1,single,no,1|2|3|5|6|7,1
半夜,2,compound,no,2|3|5|6|7,2
半天,2,compound,no,1|2|3|5|6|7,2
半年,2,compound,no,1|2|3|5|6|7,2
华人,2,compound,no,3|5|6|7,2
单,1,single,no,5|6|7,1
单位,2,compound,no,2|3|5|6|7,2
单元,2,compound,no,3|5|6|7,2
单独,2,compound,no,5|6|7,2
单纯,2,compound,no,5|6|7,2
单调,2,compound,no,5|6|7,2
卖,1,single,no,2|3|5|6|7,1
南,1,single,no,1|2|3|5|6|7,1
南方,2,compound,no,2|3|5|6|7,2
南边,2,compound,no,1|2|3|5|6|7,2
南部,2,compound,no,3|5|6|7,2
占,1,single,no,2|3|5|6|7,1
卡,1,single,no,2|3|5|6|7,1
卫生,2,compound,no,3|5|6|7,2
卫生间,3,compound,no,3|5|6|7,3
印象,2,compound,no,3|5|6|7,2
危害,2,compound,no,3|5|6|7,2
危险,2,compound,no,3|5|6|7,2
即将,2,compound,no,5|6|7,2
却,1,single,no,5|6|7,1
卷,1,single,no,5|6|7,1
厂,1,single,no,3|5|6|7,1
历史,2,compound,no,5|6|7,2
压,1,single,no,3|5|6|7,1
压力,2,compound,no,3|5|6|7,2
厘米,2,compound,no,5|6|7,2
厚,1,single,no,5|6|7,1
原则,2,compound,no,5|6|7,2
原因,2,compound,no,2|3|5|6|7,2
原料,2,compound,no,5|6|7,2
原来,2,compound,no,2|3|5|6|7,2
去,1,single,no,1|2|3|5|6|7,1
去世,2,compound,no,3|5|6|7,2
去年,2,compound,no,1|2|3|5|6|7,2
县,1,single,no,5|6|7,1
参与,2,compound,no,5|6|7,2
参加,2,compound,no,2|3|5|6|7,2
