word,length,type,unique_to_level,also_appears_in_levels,character_count
书桌,2,compound,no,5|7,2
书法,2,compound,no,5|7,2
买,1,single,no,1|2|3|4|5|7,1
买卖,2,compound,no,5|7,2
乱,1,single,no,3|4|5|7,1
乳制品,3,compound,no,7,3
了,1,single,no,1|2|3|4|5|7,1
了不起,3,compound,no,4|5|7,3
了解,2,compound,no,4|5|7,2
争,1,single,no,3|4|5|7,1
争取,2,compound,no,3|4|5|7,2
争夺,2,compound,no,7,2
争议,2,compound,no,5|7,2
争论,2,compound,no,4|5|7,2
事,1,single,no,1|2|3|4|5|7,1
事业,2,compound,no,3|4|5|7,2
事件,2,compound,no,3|4|5|7,2
事先,2,compound,no,4|5|7,2
事后,2,compound,no,7,2
事实,2,compound,no,3|4|5|7,2
事实上,3,compound,no,3|4|5|7,3
事情,2,compound,no,2|3|4|5|7,2
事故,2,compound,no,3|4|5|7,2
事物,2,compound,no,4|5|7,2
二,1,single,no,1|2|3|4|5|7,1
二手,2,compound,no,4|5|7,2
二维码,3,compound,no,5|7,3
于,1,single,no,7,1
于是,2,compound,no,4|5|7,2
亏,1,single,no,5|7,1
云,1,single,no,2|3|4|5|7,1
互动,2,compound,no,7,2
互相,2,compound,no,3|4|5|7,2
互联网,3,compound,no,3|4|5|7,3
五,1,single,no,1|2|3|4|5|7,1
五颜六色,4,compound,no,4|5|7,4
井,1,single,no,7,1
亚军,2,compound,no,5|7,2
亚运会,3,compound,no,4|5|7,3
些,1,single,no,4|5|7,1
交,1,single,no,2|3|4|5|7,1
交代,2,compound,no,5|7,2
交往,2,compound,no,3|4|5|7,2
交换,2,compound,no,4|5|7,2
交易,2,compound,no,3|4|5|7,2
交朋友,3,compound,no,2|3|4|5|7,3
交流,2,compound,no,3|4|5|7,2
交给,2,compound,no,2|3|4|5|7,2
交警,2,compound,no,3|4|5|7,2
交费,2,compound,no,3|4|5|7,2
交通,2,compound,no,2|3|4|5|7,2
交际,2,compound,no,4|5|7,2
产业,2,compound,no,5|7,2
产品,2,compound,no,4|5|7,2
产生,2,compound,no,3|4|5|7,2
产量,2,compound,no,7,2
享受,2,compound,no,5|7,2
京剧,2,compound,no,3|4|5|7,2
亮,1,single,no,2|3|4|5|7,1
亲,1,single,no,3|4|5|7,1
亲人,2,compound,no,3|4|5|7,2
亲切,2,compound,no,3|4|5|7,2
亲密,2,compound,no,4|5|7,2
亲属,2,compound,no,7,2
亲爱,2,compound,no,4|5|7,2
亲眼,2,compound,no,7,2
亲自,2,compound,no,3|4|5|7,2
人,1,single,no,1|2|3|4|5|7,1
人们,2,compound,no,2|3|4|5|7,2
人力,2,compound,no,5|7,2
人口,2,compound,no,2|3|4|5|7,2
人员,2,compound,no,3|4|5|7,2
人士,2,compound,no,5|7,2
人家,2,compound,no,4|5|7,2
人工,2,compound,no,3|4|5|7,2
人才,2,compound,no,3|4|5|7,2
人数,2,compound,no,2|3|4|5|7,2
人权,2,compound,no,7,2
人民,2,compound,no,3|4|5|7,2
人民币,3,compound,no,3|4|5|7,3
人物,2,compound,no,5|7,2
人生,2,compound,no,3|4|5|7,2
人类,2,compound,no,3|4|5|7,2
人群,2,compound,no,3|4|5|7,2
人间,2,compound,no,5|7,2
亿,1,single,no,2|3|4|5|7,1
什么,2,compound,no,1|2|3|4|5|7,2
什么样,3,compound,no,2|3|4|5|7,3
仅,1,single,no,3|4|5|7,1
仅仅,2,compound,no,3|4|5|7,1
今后,2,compound,no,2|3|4|5|7,2
今天,2,compound,no,1|2|3|4|5|7,2
今年,2,compound,no,1|2|3|4|5|7,2
今日,2,compound,no,5|7,2
介绍,2,compound,no,1|2|3|4|5|7,2
仍,1,single,no,3|4|5|7,1
仍旧,2,compound,no,5|7,2
仍然,2,compound,no,3|4|5|7,2
从,1,single,no,1|2|3|4|5|7,1
从不,2,compound,no,7,2
从中,2,compound,no,5|7,2
从事,2,compound,no,3|4|5|7,2
从前,2,compound,no,3|4|5|7,2
从小,2,compound,no,2|3|4|5|7,2
从来,2,compound,no,3|4|5|7,2
从此,2,compound,no,4|5|7,2
从没,2,compound,no,7,2
从而,2,compound,no,5|7,2
仓库,2,compound,no,7,2
仔细,2,compound,no,5|7,2
他,1,single,no,1|2|3|4|5|7,1
他们,2,compound,no,1|2|3|4|5|7,2
付,1,single,no,3|4|5|7,1
付出,2,compound,no,4|5|7,2
代,1,single,no,3|4|5|7,1
代价,2,compound,no,5|7,2
代替,2,compound,no,4|5|7,2
代理,2,compound,no,5|7,2
代表,2,compound,no,3|4|5|7,2
代表团,3,compound,no,3|4|5|7,3
令,1,single,no,5|7,1
以上,2,compound,no,2|3|4|5|7,2
以下,2,compound,no,2|3|4|5|7,2
以为,2,compound,no,2|3|4|5|7,2
以便,2,compound,no,5|7,2
以内,2,compound,no,4|5|7,2
以前,2,compound,no,2|3|4|5|7,2
以及,2,compound,no,4|5|7,2
以后,2,compound,no,2|3|4|5|7,2
以外,2,compound,no,2|3|4|5|7,2
以往,2,compound,no,5|7,2
以来,2,compound,no,3|4|5|7,2
仪器,2,compound,no,7,2
仪式,2,compound,no,7,2
们,1,single,no,1|2|3|4|5|7,1
们,1,single,no,1|2|3|4|5|7,1
仰,1,single,no,7,1
件,1,single,no,2|3|4|5|7,1
价,1,single,no,5|7,1
价值,2,compound,no,3|4|5|7,2
价格,2,compound,no,3|4|5|7,2
价钱,2,compound,no,3|4|5|7,2
任,1,single,no,3|4|5|7,1
任何,2,compound,no,3|4|5|7,2
任务,2,compound,no,3|4|5|7,2
份,1,single,no,2|3|4|5|7,1
仿佛,2,compound,no,7,2
企业,2,compound,no,4|5|7,2
企图,2,compound,no,7,2
休假,2,compound,no,2|3|4|5|7,2
休息,2,compound,no,1|2|3|4|5|7,2
休闲,2,compound,no,5|7,2
众多,2,compound,no,5|7,2
优先,2,compound,no,5|7,2
优势,2,compound,no,3|4|5|7,2
优惠,2,compound,no,5|7,2
优点,2,compound,no,3|4|5|7,2
优秀,2,compound,no,4|5|7,2
优美,2,compound,no,4|5|7,2
优良,2,compound,no,4|5|7,2
优质,2,compound,no,7,2
伙,1,single,no,4|5|7,1
伙伴,2,compound,no,4|5|7,2
会,1,single,no,1|2|3|4|5|7,1
会员,2,compound,no,3|4|5|7,2
会见,2,compound,no,7,2
会计,2,compound,no,4|5|7,2
会议,2,compound,no,3|4|5|7,2
会谈,2,compound,no,5|7,2
会长,2,compound,no,7,2
伞,1,single,no,4|5|7,1
伟大,2,compound,no,3|4|5|7,2
传,1,single,no,3|4|5|7,1
传出,2,compound,no,7,2
传媒,2,compound,no,7,2
传播,2,compound,no,3|4|5|7,2
传来,2,compound,no,3|4|5|7,2
传真,2,compound,no,5|7,2
传统,2,compound,no,4|5|7,2
传言,2,compound,no,7,2
传说,2,compound,no,3|4|5|7,2
传输,2,compound,no,7,2
传达,2,compound,no,5|7,2
传递,2,compound,no,5|7,2
伤,1,single,no,3|4|5|7,1
伤亡,2,compound,no,7,2
伤口,2,compound,no,7,2
伤员,2,compound,no,7,2
伤害,2,compound,no,4|5|7,2
伤心,2,compound,no,3|4|5|7,2
估计,2,compound,no,5|7,2
伸,1,single,no,5|7,1
似乎,2,compound,no,4|5|7,2
似的,2,compound,no,4|5|7,2
但,1,single,no,2|3|4|5|7,1
但是,2,compound,no,2|3|4|5|7,2
位,1,single,no,2|3|4|5|7,1
位于,2,compound,no,4|5|7,2
位置,2,compound,no,4|5|7,2
低,1,single,no,2|3|4|5|7,1
低于,2,compound,no,5|7,2
低头,2,compound,no,7,2
低温,2,compound,no,7,2
住,1,single,no,1|2|3|4|5|7,1
住宅,2,compound,no,7,2
住房,2,compound,no,2|3|4|5|7,2
住院,2,compound,no,2|3|4|5|7,2
体会,2,compound,no,3|4|5|7,2
体力,2,compound,no,5|7,2
体操,2,compound,no,4|5|7,2
体检,2,compound,no,4|5|7,2
体现,2,compound,no,3|4|5|7,2
体积,2,compound,no,5|7,2
体育,2,compound,no,2|3|4|5|7,2
体育场,3,compound,no,2|3|4|5|7,3
体育馆,3,compound,no,2|3|4|5|7,3
体重,2,compound,no,4|5|7,2
体验,2,compound,no,3|4|5|7,2
佛,1,single,no,7,1
佛教,2,compound,no,7,2
作,1,single,no,7,1
作业,2,compound,no,2|3|4|5|7,2
作为,2,compound,no,4|5|7,2
作出,2,compound,no,4|5|7,2
作品,2,compound,no,3|4|5|7,2
作家,2,compound,no,2|3|4|5|7,2
作废,2,compound,no,7,2
作战,2,compound,no,7,2
作文,2,compound,no,2|3|4|5|7,2
作用,2,compound,no,2|3|4|5|7,2
作者,2,compound,no,3|4|5|7,2
你,1,single,no,1|2|3|4|5|7,1
你们,2,compound,no,1|2|3|4|5|7,2
使,1,single,no,3|4|5|7,1
使劲,2,compound,no,4|5|7,2
使得,2,compound,no,5|7,2
使用,2,compound,no,2|3|4|5|7,2
例外,2,compound,no,5|7,2
例如,2,compound,no,2|3|4|5|7,2
例子,2,compound,no,2|3|4|5|7,2
供应,2,compound,no,4|5|7,2
供给,2,compound,no,7,2
依据,2,compound,no,5|7,2
依旧,2,compound,no,5|7,2
依次,2,compound,no,7,2
依法,2,compound,no,5|7,2
依然,2,compound,no,4|5|7,2
依照,2,compound,no,5|7,2
依赖,2,compound,no,7,2
依靠,2,compound,no,4|5|7,2
侧,1,single,no,7,1
侵犯,2,compound,no,7,2
便,1,single,no,7,1
便于,2,compound,no,5|7,2
便利,2,compound,no,5|7,2
便宜,2,compound,no,2|3|4|5|7,2
便是,2,compound,no,7,2
便条,2,compound,no,5|7,2
促使,2,compound,no,4|5|7,2
促进,2,compound,no,4|5|7,2
促销,2,compound,no,4|5|7,2
保,1,single,no,3|4|5|7,1
保健,2,compound,no,7,2
保养,2,compound,no,5|7,2
保卫,2,compound,no,5|7,2
保存,2,compound,no,3|4|5|7,2
保守,2,compound,no,4|5|7,2
保安,2,compound,no,3|4|5|7,2
保密,2,compound,no,4|5|7,2
保护,2,compound,no,3|4|5|7,2
保持,2,compound,no,3|4|5|7,2
保留,2,compound,no,3|4|5|7,2
保证,2,compound,no,3|4|5|7,2
保险,2,compound,no,3|4|5|7,2
信,1,single,no,2|3|4|5|7,1
信仰,2,compound,no,7,2
信任,2,compound,no,3|4|5|7,2
信号,2,compound,no,2|3|4|5|7,2
信封,2,compound,no,3|4|5|7,2
信心,2,compound,no,2|3|4|5|7,2
信念,2,compound,no,5|7,2
信息,2,compound,no,2|3|4|5|7,2
信用,2,compound,no,7,2
信用卡,3,compound,no,2|3|4|5|7,3
信箱,2,compound,no,5|7,2
俩,1,single,no,4|5|7,1
修,1,single,no,3|4|5|7,1
修养,2,compound,no,5|7,2
修复,2,compound,no,5|7,2
修建,2,compound,no,5|7,2
修改,2,compound,no,3|4|5|7,2
修理,2,compound,no,4|5|7,2
修车,2,compound,no,7,2
俱乐部,3,compound,no,5|7,3
倍,1,single,no,4|5|7,1
倒,1,single,no,2|3|4|5|7,1
倒是,2,compound,no,5|7,2
倒车,2,compound,no,4|5|7,2
倒闭,2,compound,no,4|5|7,2
借,1,single,no,2|3|4|5|7,1
借鉴,2,compound,no,7,2
倡导,2,compound,no,5|7,2
债,1,single,no,7,1
值,1,single,no,3|4|5|7,1
值得,2,compound,no,3|4|5|7,2
值班,2,compound,no,5|7,2
倾向,2,compound,no,7,2
假,1,single,no,2|3|4|5|7,1
假如,2,compound,no,4|5|7,2
假日,2,compound,no,7,2
假期,2,compound,no,2|3|4|5|7,2
偏,1,single,no,7,1
做,1,single,no,1|2|3|4|5|7,1
做到,2,compound,no,2|3|4|5|7,2
做客,2,compound,no,3|4|5|7,2
做梦,2,compound,no,4|5|7,2
做法,2,compound,no,2|3|4|5|7,2
做饭,2,compound,no,2|3|4|5|7,2
停,1,single,no,2|3|4|5|7,1
停下,2,compound,no,4|5|7,2
停止,2,compound,no,3|4|5|7,2
停留,2,compound,no,5|7,2
停车,2,compound,no,2|3|4|5|7,2
停车场,3,compound,no,2|3|4|5|7,3
健全,2,compound,no,5|7,2
健康,2,compound,no,2|3|4|5|7,2
健身,2,compound,no,4|5|7,2
偶像,2,compound,no,5|7,2
偶尔,2,compound,no,5|7,2
偶然,2,compound,no,5|7,2
偷,1,single,no,5|7,1
偷偷,2,compound,no,5|7,1
傍晚,2,compound,no,7,2
储存,2,compound,no,7,2
傻,1,single,no,5|7,1
像,1,single,no,2|3|4|5|7,1
儿女,2,compound,no,5|7,2
儿子,2,compound,no,1|2|3|4|5|7,2
儿科,2,compound,no,7,2
儿童,2,compound,no,4|5|7,2
允许,2,compound,no,7,2
元,1,single,no,1|2|3|4|5|7,1
元旦,2,compound,no,5|7,2
元素,2,compound,no,7,2
兄弟,2,compound,no,4|5|7,2
充分,2,compound,no,4|5|7,2
充满,2,compound,no,3|4|5|7,2
充电,2,compound,no,4|5|7,2
充电器,3,compound,no,4|5|7,3
充足,2,compound,no,5|7,2
先,1,single,no,1|2|3|4|5|7,1
先前,2,compound,no,5|7,2
先后,2,compound,no,5|7,2
先生,2,compound,no,1|2|3|4|5|7,2
先进,2,compound,no,3|4|5|7,2
先锋,2,compound,no,7,2
光,1,single,no,3|4|5|7,1
光临,2,compound,no,4|5|7,2
光明,2,compound,no,3|4|5|7,2
光盘,2,compound,no,4|5|7,2
光线,2,compound,no,5|7,2
光荣,2,compound,no,5|7,2
光辉,2,compound,no,7,2
克,1,single,no,2|3|4|5|7,1
克服,2,compound,no,3|4|5|7,2
免得,2,compound,no,7,2
免费,2,compound,no,4|5|7,2
兔,1,single,no,5|7,1
党,1,single,no,7,1
入,1,single,no,7,1
入口,2,compound,no,2|3|4|5|7,2
入学,2,compound,no,7,2
入门,2,compound,no,5|7,2
全,1,single,no,2|3|4|5|7,1
全世界,3,compound,no,5|7,3
全体,2,compound,no,2|3|4|5|7,2
全力,2,compound,no,7,2
全国,2,compound,no,2|3|4|5|7,2
全场,2,compound,no,3|4|5|7,2
全家,2,compound,no,2|3|4|5|7,2
全年,2,compound,no,2|3|4|5|7,2
全新,2,compound,no,7,2
全球,2,compound,no,3|4|5|7,2
全身,2,compound,no,2|3|4|5|7,2
全部,2,compound,no,2|3|4|5|7,2
全都,2,compound,no,5|7,2
全面,2,compound,no,3|4|5|7,2
八,1,single,no,1|2|3|4|5|7,1
公,1,single,no,7,1
公主,2,compound,no,7,2
公交车,3,compound,no,2|3|4|5|7,3
公众,2,compound,no,7,2
公元,2,compound,no,4|5|7,2
公共,2,compound,no,3|4|5|7,2
公共汽车,4,compound,no,2|3|4|5|7,4
公务员,3,compound,no,3|4|5|7,3
公司,2,compound,no,2|3|4|5|7,2
公告,2,compound,no,5|7,2
公园,2,compound,no,2|3|4|5|7,2
公安,2,compound,no,7,2
公布,2,compound,no,3|4|5|7,2
公平,2,compound,no,2|3|4|5|7,2
公开,2,compound,no,3|4|5|7,2
公式,2,compound,no,5|7,2
公斤,2,compound,no,2|3|4|5|7,2
公正,2,compound,no,5|7,2
公民,2,compound,no,3|4|5|7,2
公认,2,compound,no,5|7,2
公路,2,compound,no,2|3|4|5|7,2
公里,2,compound,no,2|3|4|5|7,2
公鸡,2,compound,no,7,2
六,1,single,no,1|2|3|4|5|7,1
共,1,single,no,4|5|7,1
共享,2,compound,no,5|7,2
共同,2,compound,no,3|4|5|7,2
共有,2,compound,no,3|4|5|7,2
共计,2,compound,no,5|7,2
关,1,single,no,1|2|3|4|5|7,1
关上,2,compound,no,1|2|3|4|5|7,2
关于,2,compound,no,4|5|7,2
关心,2,compound,no,2|3|4|5|7,2
关怀,2,compound,no,5|7,2
关机,2,compound,no,2|3|4|5|7,2
关注,2,compound,no,3|4|5|7,2
关爱,2,compound,no,7,2
关系,2,compound,no,3|4|5|7,2
关联,2,compound,no,7,2
关键,2,compound,no,5|7,2
关闭,2,compound,no,4|5|7,2
兴奋,2,compound,no,4|5|7,2
兴旺,2,compound,no,7,2
兴趣,2,compound,no,4|5|7,2
兵,1,single,no,4|5|7,1
其,1,single,no,5|7,1
其中,2,compound,no,2|3|4|5|7,2
其他,2,compound,no,2|3|4|5|7,2
其余,2,compound,no,4|5|7,2
其实,2,compound,no,3|4|5|7,2
其次,2,compound,no,3|4|5|7,2
具体,2,compound,no,3|4|5|7,2
具备,2,compound,no,4|5|7,2
具有,2,compound,no,3|4|5|7,2
典型,2,compound,no,4|5|7,2
典礼,2,compound,no,5|7,2
养,1,single,no,2|3|4|5|7,1
养成,2,compound,no,4|5|7,2
养老,2,compound,no,7,2
内,1,single,no,3|4|5|7,1
内在,2,compound,no,5|7,2
内地,2,compound,no,7,2
内外,2,compound,no,7,2
内容,2,compound,no,3|4|5|7,2
内心,2,compound,no,3|4|5|7,2
