simplified,vietnamese,pinyin,english,hsk_level
省,,shěng,to save; to economize; to be frugal; to omit; to delete; to leave out; province; provincial capital; a ministry (of the Japanese government),4
胜,,shèng,victory; success; to beat; to defeat; to surpass; victorious; superior to; to get the better of; better than; surpassing; superb (of vista); beautiful (scenery); wonderful (view); (Taiwan pr. [shēng]) able to bear; equal to (a task),4
胜利,,shèng lì,victory,4
失败,,shī bài,to be defeated; to lose; to fail (e.g. experiments); failure; defeat,4
失去,,shī qù,to lose,4
失望,,shī wàng,disappointed; to lose hope; to despair,4
失业,,shī yè,unemployment; to lose one's job,4
诗,,Shī,"abbr. for Shijing 诗经, the Book of Songs",4
诗人,,shī rén,bard; poet,4
湿,,shī,variant of 湿,4
十,,shí,ten; 10,4
十分,,shí fēn,very; completely; utterly; extremely; absolutely; hundred percent; to divide into ten equal parts,4
石头,,shí tou,stone,4
石油,,shí yóu,oil; petroleum,4
时,,shí,old variant of 时,4
时代,,Shí dài,"Time, US weekly news magazine",4
时候,,shí hou,time; length of time; moment; period,4
时间,,shí jiān,time; period,4
时刻,,shí kè,time; juncture; moment; period of time; constantly; always,4
实际,,shí jì,reality; practice; practical; realistic; real; actual,4
实际上,,shí jì shàng,in fact; in reality; as a matter of fact; in practice,4
实力,,shí lì,strength,4
实施,,shí shī,to implement; to carry out,4
实习,,shí xí,to practice; field work; to intern; internship,4
实现,,shí xiàn,to achieve; to implement; to realize; to bring about,4
实行,,shí xíng,to implement; to carry out; to put into practice,4
实验,,shí yàn,experiment; test; experimental; to experiment,4
实验室,,shí yàn shì,laboratory,4
实用,,shí yòng,practical; functional; pragmatic; applied (science),4
实在,,shí zài,really; actually; indeed; true; real; honest; dependable; (philosophy) reality,4
食品,,shí pǐn,foodstuff; food; provisions,4
食堂,,shí táng,dining hall; cafeteria,4
食物,,shí wù,food,4
使,,shǐ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,4
使劲,,shǐ jìn,to exert all one's strength,4
使用,,shǐ yòng,to use; to employ; to apply; to make use of,4
始终,,shǐ zhōng,from beginning to end; all along,4
士兵,,shì bīng,soldier,4
世纪,,shì jì,century,4
世界,,shì jiè,world,4
世界杯,,Shì jiè bēi,World Cup,4
市,,shì,market; city,4
市场,,shì chǎng,marketplace; market (also in abstract),4
市区,,shì qū,urban district; downtown; city center,4
市长,,shì zhǎng,mayor,4
似的,,shì de,seems as if; rather like; Taiwan pr. [sì de],4
似乎,,sì hū,it seems; seemingly; as if,4
事,,shì,matter; thing; item; work; affair,4
事故,,shì gù,accident,4
事件,,shì jiàn,event; happening; incident,4
事情,,shì qing,affair; matter; thing; business,4
事实,,shì shí,fact,4
事实上,,shì shí shàng,in fact; in reality; actually; as a matter of fact; de facto; ipso facto,4
事物,,shì wù,thing; object,4
事先,,shì xiān,in advance; before the event; beforehand; prior,4
事业,,shì yè,"undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation",4
试,,shì,to test; to try; experiment; examination; test,4
试卷,,shì juàn,examination paper; test paper,4
试题,,shì tí,exam question; test topic,4
试验,,shì yàn,experiment; test; to experiment; experimental,4
室,,Shì,surname Shi,4
是,,shì,to be (followed by substantives only); correct; right; true; (respectful acknowledgement of a command) very well; (adverb for emphatic assertion),4
是不是,,shì bù shì,is or isn't; yes or no; whether or not,4
是否,,shì fǒu,whether (or not); if; is or isn't,4
适合,,shì hé,to fit; to suit,4
适应,,shì yìng,to adapt; to fit; to suit,4
适用,,shì yòng,to be applicable,4
收,,shōu,to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name),4
收到,,shōu dào,to receive,4
收费,,shōu fèi,to charge a fee,4
收回,,shōu huí,to regain; to retake; to take back; to withdraw; to revoke,4
收获,,shōu huò,variant of 收获,4
收看,,shōu kàn,to watch (a TV program),4
收入,,shōu rù,to take in; income; revenue,4
收听,,shōu tīng,to listen to (a radio broadcast),4
收益,,shōu yì,earnings; profit,4
收音机,,shōu yīn jī,radio,4
手,,shǒu,hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill,4
手表,,shǒu biǎo,wristwatch,4
手工,,shǒu gōng,handwork; manual,4
手机,,shǒu jī,cell phone; mobile phone,4
手里,,shǒu lǐ,in hand; (a situation is) in sb's hands,4
手术,,shǒu shù,(surgical) operation; surgery,4
手套,,shǒu tào,glove; mitten,4
手续,,shǒu xù,procedure; formalities,4
手指,,shǒu zhǐ,finger,4
守,,shǒu,to guard; to defend; to keep watch; to abide by the law; to observe (rules or ritual); nearby; adjoining,4
首,,shǒu,"head; chief; first (occasion, thing etc); classifier for poems, songs etc",4
首都,,shǒu dū,capital (city),4
首先,,shǒu xiān,first (of all); in the first place,4
受,,shòu,to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker),4
受不了,,shòu bù liǎo,unbearable; unable to endure; can't stand,4
受到,,shòu dào,"to receive (praise, an education, punishment etc); to be ...ed (praised, educated, punished etc)",4
受伤,,shòu shāng,to sustain injuries; wounded (in an accident etc); harmed,4
售货员,,shòu huò yuán,salesperson,4
书,,Shū,abbr. for 书经,4
书包,,shū bāo,schoolbag; satchel; bookbag,4
书店,,shū diàn,bookstore,4
书架,,shū jià,bookshelf,4
叔叔,,shū shu,father's younger brother; uncle; Taiwan pr. [shú shu],4
舒服,,shū fu,comfortable; feeling well,4
舒适,,shū shì,cozy; snug,4
输,,shū,to lose; to be beaten; (bound form) to transport; (literary) to donate; to contribute; (coll.) to enter (a password),4
输入,,shū rù,to import; to input,4
熟,,shú,ripe; mature; thoroughly cooked; done; familiar; acquainted; experienced; skilled; (of sleep etc) deep; profound; also pr. [shóu],4
熟练,,shú liàn,practiced; proficient; skilled; skillful,4
熟人,,shú rén,acquaintance; friend,4
属,,shǔ,category; genus (taxonomy); family members; dependents; to belong to; subordinate to; affiliated with; be born in the year of (one of the 12 animals); to be; to prove to be; to constitute,4
属于,,shǔ yú,to be classified as; to belong to; to be part of,4
暑假,,shǔ jià,summer vacation,4
束,,Shù,surname Shu,4
树,,shù,tree; to cultivate; to set up,4
树林,,Shù lín,"Shulin city in New Taipei City 市, Taiwan",4
树叶,,shù yè,tree leaves,4
数,,shǔ,to count; to count as; to regard as; to enumerate; to list,4
数据,,shù jù,data,4
数量,,shù liàng,amount; quantity; quantitative,4
数码,,shù mǎ,number; numerals; figures; digital; amount; numerical code,4
数字,,shù zì,numeral; digit; number; figure; amount; digital (electronics etc),4
刷,,shuā,to brush; to paint; to daub; to paste up; to skip class (of students); to fire from a job,4
刷牙,,shuā yá,to brush one's teeth,4
刷子,,shuā zi,brush; scrub,4
帅,,Shuài,surname Shuai,4
帅哥,,shuài gē,handsome guy; lady-killer; handsome (form of address),4
双,,Shuāng,surname Shuang,4
双方,,shuāng fāng,bilateral; both sides; both parties involved,4
谁,,shéi,who; also pr. [shuí],4
水,,Shuǐ,surname Shui,4
水果,,shuǐ guǒ,fruit,4
水平,,shuǐ píng,level (of achievement etc); standard; horizontal,4
睡,,shuì,to sleep; to lie down,4
睡觉,,shuì jiào,to go to bed; to sleep,4
睡着,,shuì zháo,to fall asleep,4
顺利,,shùn lì,smoothly; without a hitch,4
顺序,,shùn xù,sequence; order,4
说,,shuì,to persuade,4
说不定,,shuō bu dìng,can't say for sure; maybe,4
说服,,shuō fú,to persuade; to convince; to talk sb over; Taiwan pr. [shuì fú],4
说话,,shuō huà,to speak; to say; to talk; to gossip; to tell stories; talk; word,4
说明,,shuō míng,to explain; to illustrate; to indicate; to show; to prove; explanation; directions; caption,4
司机,,sī jī,chauffeur; driver,4
思考,,sī kǎo,to reflect on; to ponder over,4
思想,,sī xiǎng,thought; thinking; idea; ideology,4
死,,sǐ,to die; impassable; uncrossable; inflexible; rigid; extremely; damned,4
四,,sì,four; 4,4
松,,Sōng,surname Song,4
松树,,sōng shù,pine; pine tree,4
送,,sòng,to send; to deliver; to transmit; to give (as a present); to see (sb) off; to accompany; to go along with,4
送到,,sòng dào,Deliver,4
送给,,sòng gěi,to send; to give as a present,4
速度,,sù dù,speed; rate; velocity; (music) tempo,4
塑料,,sù liào,plastics,4
塑料袋,,sù liào dài,plastic bag,4
酸,,suān,sour; tart; sick at heart; grieved; sore; aching; pedantic; impractical; to make sarcastic remarks about sb; an acid,4
酸奶,,suān nǎi,yogurt,4
算,,suàn,to regard as; to figure; to calculate; to compute,4
虽然,,suī rán,although; even though (often used correlatively with 是 or 是 etc),4
随,,Suí,surname Sui,4
随便,,suí biàn,as one wishes; as one pleases; at random; negligent; casual; wanton,4
随时,,suí shí,at any time; at all times; at the right time; whenever necessary,4
随手,,suí shǒu,conveniently; without extra trouble; while doing it; in passing,4
岁,,suì,"variant of 岁, year; years old",4
孙女,,sūn nu:3,son's daughter; granddaughter,4
孙子,,Sūn zǐ,"Sun Tzu, also known as Sun Wu 孙武 (c. 500 BC, dates of birth and death uncertain), general, strategist and philosopher of the Spring and Autumn Period (700-475 BC), believed to be the author of the “Art of War” 孙子兵法, one of the Seven Military Classics of ancient China 武经七书",4
缩短,,suō duǎn,to curtail; to cut down,4
缩小,,suō xiǎo,to reduce; to decrease; to shrink,4
所,,suǒ,"actually; place; classifier for houses, small buildings, institutions etc; that which; particle introducing a relative clause or passive",4
所以,,suǒ yǐ,therefore; as a result; so; the reason why,4
所有,,suǒ yǒu,all; to have; to possess; to own,4
所长,,suǒ cháng,what one is good at,4
他,,tā,he; him (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); (literary) other,4
他们,,tā men,they,4
它,,tā,it,4
它们,,tā men,they (for inanimate objects),4
她,,tā,she,4
她们,,tā men,they; them (for females),4
台,,Tái,Taiwan (abbr.); surname Tai,4
台阶,,tái jiē,steps; flight of steps; step (over obstacle); fig. way out of an embarrassing situation; bench (geology),4
台上,,tái shàng,on stage,4
太,,tài,highest; greatest; too (much); very; extremely,4
太太,,tài tai,married woman; Mrs.; Madam; wife,4
太阳,,tài yang,sun; abbr. for 太阳穴,4
态度,,tài du,manner; bearing; attitude; approach,4
谈,,Tán,surname Tan,4
谈话,,tán huà,to talk (with sb); to have a conversation; talk; conversation,4
谈判,,tán pàn,to negotiate; negotiation; talks; conference,4
汤,,Tāng,surname Tang,4
糖,,táng,sugar; sweets; candy,4
躺,,tǎng,to recline; to lie down,4
讨论,,tǎo lùn,to discuss; to talk over,4
套,,tào,"to cover; to encase; cover; sheath; to overlap; to interleave; to model after; to copy; formula; harness; loop of rope; (fig.) to fish for; to obtain slyly; classifier for sets, collections; bend (of a river or mountain range, in place names); tau (Greek letter Ττ)",4
套餐,,tào cān,set meal; (fig.) product or service package (e.g. for a cell phone subscription),4
特别,,tè bié,unusual; special; very; especially; particularly; expressly; for a specific purpose; (often followed by 是) in particular,4
特点,,tè diǎn,characteristic (feature); trait; feature,4
特价,,tè jià,special price,4
特色,,tè sè,characteristic; distinguishing feature or quality,4
特殊,,tè shū,special; particular; unusual; extraordinary,4
特征,,tè zhēng,characteristic; diagnostic property; distinctive feature; trait,4
疼,,téng,(it) hurts; sore; to love dearly,4
提,,dī,used in 防 and 溜,4
提出,,tí chū,to raise (an issue); to propose; to put forward; to suggest; to post (on a website); to withdraw (cash),4
提到,,tí dào,to mention; to raise (a subject); to refer to,4
提高,,tí gāo,to raise; to increase; to improve,4
提供,,tí gōng,to offer; to supply; to provide; to furnish,4
提前,,tí qián,to shift to an earlier date; to do sth ahead of time; in advance,4
提问,,tí wèn,to question; to quiz; to grill,4
提醒,,tí xǐng,to remind; to call attention to; to warn of,4
题,,Tí,surname Ti,4
题目,,tí mù,subject; title; topic,4
体操,,tǐ cāo,gymnastic; gymnastics,4
体会,,tǐ huì,to know from experience; to learn through experience; to realize; understanding; experience,4
体检,,tǐ jiǎn,abbr. for 体格检查,4
体现,,tǐ xiàn,to embody; to reflect; to incarnate,4
体验,,tǐ yàn,to experience for oneself,4
体育,,tǐ yù,sports; physical education,4
体育场,,tǐ yù chǎng,stadium,4
体育馆,,tǐ yù guǎn,gym; gymnasium; stadium,4
体重,,tǐ zhòng,body weight,4
替,,tì,to substitute for; to take the place of; to replace; for; on behalf of; to stand in for,4
替代,,tì dài,to substitute for; to replace; to supersede,4
天,,tiān,day; sky; heaven,4
天空,,tiān kōng,sky,4
天气,,tiān qì,weather,4
天上,,tiān shàng,celestial; heavenly,4
天真,,tiān zhēn,naive; innocent; artless,4
甜,,tián,sweet,4
填,,tián,to fill or stuff; (of a form etc) to fill in,4
填空,,tián kòng,to fill a job vacancy; to fill in a blank (e.g. on questionnaire or exam paper),4
挑,,tiāo,to carry on a shoulder pole; to choose; to pick; to nitpick,4
挑选,,tiāo xuǎn,to choose; to select,4
挑战,,tiǎo zhàn,to challenge; challenge,4
条,,tiáo,"strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon, river, road, trousers etc)",4
条件,,tiáo jiàn,condition; circumstance; term; factor; requirement; prerequisite; qualification; situation; state; condition,4
跳,,tiào,to jump; to hop; to skip over; to bounce; to palpitate,4
跳高,,tiào gāo,high jump (athletics),4
跳舞,,tiào wǔ,to dance,4
跳远,,tiào yuǎn,long jump (athletics),4
贴,,tiē,to stick; to paste; to post (e.g. on a blog); to keep close to; to fit snugly; to subsidize; allowance (e.g. money for food or housing); sticker; classifier for sticking plaster: strip,4
