simplified,vietnamese,pinyin,english,hsk_level
在家,,zài jiā,to be at home; (at a workplace) to be in (as opposed to being away on official business 差); (Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 家),6
在内,,zài nèi,(included) in it; among them,6
在于,,zài yú,to be in; to lie in; to consist in; to depend on; to rest with,6
咱,,zán,variant of 咱,6
咱们,,zán men,we or us (including both the speaker and the person(s) spoken to); (dialect) I or me; (dialect) (in a coaxing or familiar way) you; also pr. [zá men],6
暂时,,zàn shí,temporary; provisional; for the time being,6
暂停,,zàn tíng,to suspend; time-out (e.g. in sports); stoppage; pause (media player),6
赞成,,zàn chéng,to approve; to endorse; (literary) to assist,6
赞赏,,zàn shǎng,to admire; to praise; to appreciate,6
赞助,,zàn zhù,to support; to assist; to sponsor,6
脏,,zàng,viscera; (anatomy) organ,6
遭到,,zāo dào,to suffer; to meet with (sth unfortunate),6
遭受,,zāo shòu,"to suffer; to sustain (loss, misfortune)",6
遭遇,,zāo yù,to meet with; to encounter; (bitter) experience,6
糟,,zāo,dregs; draff; pickled in wine; rotten; messy; ruined,6
糟糕,,zāo gāo,too bad; how terrible; what bad luck; terrible; bad,6
早,,zǎo,early; morning; Good morning!; long ago; prematurely,6
早餐,,zǎo cān,breakfast,6
早晨,,zǎo chén,early morning; also pr. [zǎo chen],6
早饭,,zǎo fàn,breakfast,6
早就,,zǎo jiù,already at an earlier time,6
早期,,zǎo qī,early period; early phase; early stage,6
早上,,zǎo shang,early morning,6
早晚,,zǎo wǎn,morning and evening; (dialect) some time in the future; some day,6
早已,,zǎo yǐ,for a long time; long since; (dialect) in the past,6
造,,zào,to make; to build; to manufacture; to invent; to fabricate; to go to; party (in a lawsuit or legal agreement); crop; classifier for crops,6
造成,,zào chéng,to bring about; to create; to cause,6
造型,,zào xíng,to model; to shape; appearance; style; design; form; pose,6
责任,,zé rèn,responsibility; blame; duty,6
怎么,,zěn me,how?; what?; why?,6
怎么办,,zěn me bàn,what's to be done,6
怎么样,,zěn me yàng,how?; how about?; how was it?; how are things?,6
怎样,,zěn yàng,how; what kind,6
增,,zēng,(bound form) to increase; to augment; to add to,6
增产,,zēng chǎn,to increase production,6
增大,,zēng dà,to enlarge; to amplify; to magnify,6
增多,,zēng duō,to increase; to grow in number,6
增加,,zēng jiā,to raise; to increase,6
增进,,zēng jìn,to promote; to enhance; to further; to advance (a cause etc),6
增强,,zēng qiáng,to increase; to strengthen,6
增长,,zēng zhǎng,to grow; to increase,6
增值,,zēng zhí,to appreciate (financially); to increase in value; value-added (accountancy),6
赠,,zèng,to give as a present; to repel; to bestow an honorary title after death (old),6
赠送,,zèng sòng,to present as a gift,6
扎,,zhā,"to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from ""jar"")",6
扎实,,zhā shi,strong; solid; sturdy; firm; practical,6
炸,,zhá,to deep fry; Taiwan pr. [zhà],6
炸弹,,zhà dàn,bomb,6
炸药,,zhà yào,explosive (material),6
摘,,zhāi,"to take; to borrow; to pick (flowers, fruit etc); to pluck; to select; to remove; to take off (glasses, hat etc)",6
债,,zhài,debt,6
展开,,zhǎn kāi,to unfold; to spread out; to open up; to launch; to carry out,6
展览,,zhǎn lǎn,to put on display; to exhibit; exhibition; show,6
展示,,zhǎn shì,to reveal; to display; to show; to exhibit,6
展现,,zhǎn xiàn,to unfold before one's eyes; to emerge; to reveal; to display,6
占,,zhàn,variant of 占,6
占据,,zhàn jù,to occupy; to hold,6
占领,,zhàn lǐng,to capture; to seize; to occupy by force,6
占有,,zhàn yǒu,to have; to own; to hold; to occupy; to possess; to account for (a high proportion etc),6
战场,,zhàn chǎng,battlefield,6
战斗,,zhàn dòu,to fight; to engage in combat; struggle; battle,6
战略,,zhàn lu:è,strategy,6
战胜,,zhàn shèng,to prevail over; to defeat; to surmount,6
战士,,zhàn shì,fighter; soldier; warrior,6
战术,,zhàn shù,tactics,6
战友,,zhàn yǒu,comrade-in-arms; battle companion,6
战争,,zhàn zhēng,war; conflict,6
站,,zhàn,station; to stand; to halt; to stop; branch of a company or organization; website,6
站台,,zhàn tái,platform (at a railway station); (Tw) (of an influential person) to publicly lend one's support (e.g. for an election candidate); (Tw) website,6
站住,,zhàn zhù,to stand,6
张,,Zhāng,surname Zhang,6
章,,Zhāng,surname Zhang,6
长,,cháng,length; long; forever; always; constantly,6
长城,,Cháng chéng,the Great Wall,6
长处,,cháng chù,good aspects; strong points,6
长大,,zhǎng dà,to grow up,6
长度,,cháng dù,length,6
长短,,cháng duǎn,length; accident; mishap; right and wrong; good and bad; merits and demerits,6
长假,,cháng jià,long vacation,6
长久,,cháng jiǔ,(for a) long time,6
长跑,,cháng pǎo,long-distance running,6
长期,,cháng qī,long term; long time; long range (of a forecast),6
长寿,,Cháng shòu,"Changshou suburban district of Chongqing municipality, formerly in Sichuan",6
长途,,cháng tú,long distance,6
长远,,cháng yuǎn,long-term; long-range,6
涨,,zhǎng,"to rise (of prices, rivers)",6
涨价,,zhǎng jià,to appreciate (in value); to increase in price,6
掌声,,zhǎng shēng,applause,6
掌握,,zhǎng wò,"to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand sth well and know how to use it; fluency",6
丈夫,,zhàng fu,husband,6
账,,zhàng,account; bill; debt,6
账户,,zhàng hù,bank account; online account,6
障碍,,zhàng ài,barrier; obstruction; hindrance; impediment; obstacle,6
招,,zhāo,to recruit; to provoke; to beckon; to incur; to infect; contagious; a move (chess); a maneuver; device; trick; to confess,6
招呼,,zhāo hu,to call out to; to greet; to say hello to; to inform; to take care of; to take care that one does not,6
招聘,,zhāo pìn,to invite applications for a job; to recruit,6
招生,,zhāo shēng,to enroll new students; to get students,6
招手,,zhāo shǒu,to wave; to beckon,6
找,,zhǎo,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,6
找出,,zhǎo chū,to find; to search out,6
找到,,zhǎo dào,to find,6
召开,,zhào kāi,to convene (a conference or meeting); to convoke; to call together,6
照,,zhào,variant of 照; to shine; to illuminate,6
照顾,,zhào gu,to take care of; to show consideration; to attend to; to look after,6
照片,,zhào piàn,photograph; picture,6
照相,,zhào xiàng,to take a photograph,6
照样,,zhào yàng,as before; (same) as usual; in the same manner; still; nevertheless,6
照耀,,zhào yào,to shine; to illuminate,6
折,,shé,"to snap; to break (a stick, a bone etc); (bound form) to sustain a loss (in business)",6
哲学,,zhé xué,philosophy,6
者,,zhě,"(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...; -er; -ist; (used after a number or 后 or 前 to refer to sth mentioned previously); (used after a term, to mark a pause before defining the term); (old) (used at the end of a command); (old) this",6
这,,zhè,"(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhèi], esp. in Beijing)",6
这边,,zhè biān,this side; here,6
这儿,,zhè r,here,6
这就是说,,zhè jiù shì shuō,in other words; that is to say,6
这里,,zhè lǐ,variant of 这里,6
这么,,zhè me,so much; this much; how much?; this way; like this,6
这时,,zhè shí,at this time; at this moment,6
这时候,,zhè shíhòu,At this moment,6
这些,,zhè xiē,these,6
这样,,zhè yàng,this kind of; so; this way; like this; such,6
着,,zhāo,(chess) move; trick; all right!; (dialect) to add,6
着火,,zháo huǒ,to catch fire,6
着急,,zháo jí,to worry; to feel anxious; to feel a sense of urgency; to be in a hurry; Taiwan pr. [zhāo jí],6
著名,,zhù míng,famous; noted; well-known; celebrated,6
著作,,zhù zuò,to write; literary work; book; article; writings,6
针,,zhēn,needle; pin; injection; stitch,6
针对,,zhēn duì,to target; to focus on; to be aimed at or against; in response to,6
珍贵,,zhēn guì,precious,6
珍惜,,zhēn xī,to treasure; to value; to cherish,6
珍珠,,zhēn zhū,pearl,6
真,,zhēn,really; truly; indeed; real; true; genuine,6
真诚,,zhēn chéng,sincere; genuine; true,6
真的,,zhēn de,"really, truly, indeed",6
真理,,zhēn lǐ,truth,6
真实,,zhēn shí,true; real,6
真相,,zhēn xiàng,the truth about sth; the actual facts,6
真正,,zhēn zhèng,genuine; real; true; really; indeed,6
诊断,,zhěn duàn,to diagnose,6
阵,,zhèn,disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration,6
振动,,zhèn dòng,to vibrate; to shake; vibration,6
镇,,zhèn,to press down; to calm; to subdue; to suppress; to guard; garrison; small town; to cool or chill (food or drinks),6
震惊,,zhèn jīng,to shock; to astonish,6
争,,zhēng,to strive for; to vie for; to argue or debate; deficient or lacking (dialect); how or what (literary),6
争夺,,zhēng duó,to fight over; to contest; to vie over,6
争论,,zhēng lùn,to argue; to debate; to contend; argument; contention; controversy; debate,6
争取,,zhēng qǔ,to fight for; to strive for; to win over,6
争议,,zhēng yì,controversy; dispute; to dispute,6
征服,,zhēng fú,to conquer; to subdue; to vanquish,6
征求,,zhēng qiú,"to solicit; to seek; to request (opinions, feedback etc); to petition",6
挣,,zhēng,used in 挣扎,6
挣钱,,zhèng qián,to make money,6
整,,zhěng,exactly; in good order; whole; complete; entire; in order; orderly; to repair; to mend; to renovate; (coll.) to fix sb; to give sb a hard time; to mess with sb,6
整顿,,zhěng dùn,to tidy up; to reorganize; to consolidate; to rectify,6
整个,,zhěng gè,whole; entire; total,6
整理,,zhěng lǐ,"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)",6
整齐,,zhěng qí,orderly; neat; even; tidy,6
整体,,zhěng tǐ,"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole",6
整天,,zhěng tiān,all day long; whole day,6
整整,,zhěng zhěng,whole; full,6
整治,,zhěng zhì,to bring under control; to regulate; to restore to good condition; (coll.) to fix (a person); to prepare (a meal etc),6
正,,zhēng,first month of the lunar year,6
正版,,zhèng bǎn,genuine; legal; see also 盗版,6
正常,,zhèng cháng,regular; normal; ordinary,6
正当,,zhèng dāng,timely; just (when needed),6
正规,,zhèng guī,regular; according to standards,6
正好,,zhèng hǎo,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,6
正确,,zhèng què,correct; sound; right; proper,6
正如,,zhèng rú,just as; precisely as,6
正式,,zhèng shì,formal; official,6
正是,,zhèng shì,is precisely,6
正义,,zhèng yì,justice; righteousness; just; righteous,6
正在,,zhèng zài,just at (that time); right in (that place); right in the middle of (doing sth),6
证,,zhèng,to admonish; variant of 证,6
证件,,zhèng jiàn,certificate; papers; credentials; document; ID,6
证据,,zhèng jù,evidence; proof; testimony,6
证明,,zhèng míng,proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of,6
证实,,zhèng shí,to confirm (sth to be true); to verify,6
证书,,zhèng shū,credentials; certificate,6
政策,,zhèng cè,policy,6
政党,,zhèng dǎng,political party,6
政府,,zhèng fǔ,government,6
政权,,zhèng quán,regime; political power,6
政治,,zhèng zhì,politics; political,6
症状,,zhèng zhuàng,symptom (of an illness),6
之后,,zhī hòu,after; behind; (at the beginning of a sentence) afterwards; since then,6
之间,,zhī jiān,"(after a noun) between; among; amid; (used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 弹指之间)",6
之类,,zhī lèi,and so on; and such,6
之内,,zhī nèi,inside; within,6
之前,,zhī qián,before; prior to; ago; previously; beforehand,6
之外,,zhī wài,outside; excluding,6
之下,,zhī xià,under; beneath; less than,6
之一,,zhī yī,"one of (sth); one out of a multitude; one (third, quarter, percent etc)",6
之中,,zhī zhōng,inside; among; in the midst of (doing sth); during,6
支,,Zhī,surname Zhi,6
支撑,,zhī chēng,to prop up; to support; strut; brace,6
支持,,zhī chí,to be in favor of; to support; to back; support; backing; to stand by,6
支出,,zhī chū,to spend; to pay out; expenses; expenditure,6
支付,,zhī fù,to pay (money),6
支配,,zhī pèi,to control; to dominate; to allocate,6
支援,,zhī yuán,to provide assistance; to support; to back,6
枝,,zhī,"branch; classifier for sticks, rods, pencils etc",6
知道,,zhī dào,to know; to become aware of; also pr. [zhī dao],6
知名,,zhī míng,well-known; famous,6
知识,,zhī shi,knowledge; intellectual,6
织,,zhī,to weave,6
执行,,zhí xíng,to implement; to carry out; to execute; to run,6
直,,Zhí,"surname Zhi; Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 帝 descended from Shennong 神农 Farmer God",6
直播,,zhí bō,"(TV, radio) to broadcast live; live broadcast; (Internet) to livestream; (agriculture) direct seeding",6
直到,,zhí dào,until,6
直接,,zhí jiē,direct (opposite: indirect 间接); immediate; straightforward,6
直升机,,zhí shēng jī,helicopter,6
直线,,zhí xiàn,straight line; sharply (rise or fall),6
值,,zhí,value; (to be) worth; to happen to; to be on duty,6
值班,,zhí bān,to work a shift; on duty,6
值得,,zhí de,to be worth; to deserve,6
职工,,zhí gōng,workers; staff,6
职能,,zhí néng,function; role,6
职位,,zhí wèi,position; post; job,6
职务,,zhí wù,post; position; job; duties,6
职业,,zhí yè,occupation; profession; vocation; professional,6
职责,,zhí zé,duty; responsibility; obligation,6
植物,,zhí wù,plant; vegetation,6
止,,zhǐ,to stop; to prohibit; until; only,6
只,,zhǐ,only; merely; just; but,6
只不过,,zhǐ bu guò,only; merely; nothing but; no more than; it's just that ...,6
只得,,zhǐ dé,to have no alternative but to; to be obliged to,6
只顾,,zhǐ gù,solely preoccupied (with one thing); engrossed; focusing (on sth); to look after only one aspect,6
只管,,zhǐ guǎn,"solely engrossed in one thing; just (one thing, no need to worry about the rest); simply; by all means; please feel free; do not hesitate (to ask for sth)",6
只好,,zhǐ hǎo,to have no other option but to ...; to have to; to be forced to,6
只见,,zhǐ jiàn,"to see (the same thing) over and over again; to see, to one's surprise, (sth happen suddenly)",6
