word,length,type,hsk_levels,appears_in_multiple_levels
叠,1,single,7,no
口,1,single,1|2|3|4|5|6|7,yes
口令,2,compound,7,no
口号,2,compound,5|6|7,yes
口吃,2,compound,7,no
口味,2,compound,7,no
口哨,2,compound,7,no
口头,2,compound,7,no
口子,2,compound,7,no
口径,2,compound,7,no
口感,2,compound,7,no
口才,2,compound,7,no
口气,2,compound,7,no
口水,2,compound,7,no
口碑,2,compound,7,no
口罩,2,compound,7,no
口腔,2,compound,7,no
口袋,2,compound,4|5|6|7,yes
口试,2,compound,6|7,yes
口语,2,compound,4|5|6|7,yes
口音,2,compound,7,no
口香糖,3,compound,7,no
古,1,single,3|4|5|6|7,yes
古人,2,compound,7,no
古今中外,4,compound,7,no
古代,2,compound,3|4|5|6|7,yes
古典,2,compound,6|7,yes
古怪,2,compound,7,no
古朴,2,compound,7,no
古老,2,compound,5|6|7,yes
古董,2,compound,7,no
古迹,2,compound,7,no
句,1,single,2|3|4|5|6|7,yes
句子,2,compound,2|3|4|5|6|7,yes
另,1,single,6|7,yes
另一方面,4,compound,3|4|5|6|7,yes
另外,2,compound,3|4|5|6|7,yes
只,1,single,2|3|4|5|6|7,yes
只不过,3,compound,5|6|7,yes
只好,2,compound,3|4|5|6|7,yes
只得,2,compound,6|7,yes
只是,2,compound,3|4|5|6|7,yes
只有,2,compound,3|4|5|6|7,yes
只管,2,compound,6|7,yes
只能,2,compound,2|3|4|5|6|7,yes
只要,2,compound,2|3|4|5|6|7,yes
只见,2,compound,5|6|7,yes
只顾,2,compound,6|7,yes
叫,1,single,1|2|3|4|5|6|7,yes
叫作,2,compound,2|3|4|5|6|7,yes
叫好,2,compound,7,no
叫板,2,compound,7,no
召开,2,compound,4|5|6|7,yes
召集,2,compound,7,no
叮嘱,2,compound,7,no
可,1,single,5|6|7,yes
可不是,3,compound,7,no
可乐,2,compound,3|4|5|6|7,yes
可乘之机,4,compound,7,no
可以,2,compound,2|3|4|5|6|7,yes
可信,2,compound,7,no
可口,2,compound,7,no
可怕,2,compound,2|3|4|5|6|7,yes
可怜,2,compound,5|6|7,yes
可恶,2,compound,7,no
可悲,2,compound,7,no
可惜,2,compound,5|6|7,yes
可想而知,4,compound,7,no
可是,2,compound,2|3|4|5|6|7,yes
可歌可泣,4,compound,7,no
可爱,2,compound,2|3|4|5|6|7,yes
可疑,2,compound,7,no
可笑,2,compound,7,no
可耻,2,compound,7,no
可能,2,compound,2|3|4|5|6|7,yes
可行,2,compound,7,no
可见,2,compound,4|5|6|7,yes
可观,2,compound,7,no
可谓,2,compound,7,no
可贵,2,compound,7,no
可靠,2,compound,3|4|5|6|7,yes
台,1,single,3|4|5|6|7,yes
台上,2,compound,4|5|6|7,yes
台灯,2,compound,6|7,yes
台球,2,compound,7,no
台阶,2,compound,4|5|6|7,yes
台风,2,compound,5|6|7,yes
史无前例,4,compound,7,no
右,1,single,1|2|3|4|5|6|7,yes
右边,2,compound,1|2|3|4|5|6|7,yes
叶子,2,compound,4|5|6|7,yes
号,1,single,1|2|3|4|5|6|7,yes
号召,2,compound,5|6|7,yes
号码,2,compound,4|5|6|7,yes
号称,2,compound,7,no
司令,2,compound,7,no
司机,2,compound,2|3|4|5|6|7,yes
司法,2,compound,7,no
司空见惯,4,compound,7,no
司长,2,compound,6|7,yes
叹气,2,compound,6|7,yes
叼,1,single,7,no
吃,1,single,1|2|3|4|5|6|7,yes
吃不上,3,compound,7,no
吃亏,2,compound,7,no
吃力,2,compound,5|6|7,yes
吃喝玩乐,4,compound,7,no
吃惊,2,compound,4|5|6|7,yes
吃苦,2,compound,7,no
吃饭,2,compound,1|2|3|4|5|6|7,yes
各,1,single,3|4|5|6|7,yes
各个,2,compound,4|5|6|7,yes
各位,2,compound,3|4|5|6|7,yes
各地,2,compound,3|4|5|6|7,yes
各奔前程,4,compound,7,no
各式各样,4,compound,7,no
各种,2,compound,3|4|5|6|7,yes
各自,2,compound,3|4|5|6|7,yes
合,1,single,3|4|5|6|7,yes
合乎,2,compound,7,no
合伙,2,compound,7,no
合作,2,compound,3|4|5|6|7,yes
合作社,3,compound,7,no
合同,2,compound,4|5|6|7,yes
合唱,2,compound,7,no
合并,2,compound,5|6|7,yes
合影,2,compound,7,no
合情合理,4,compound,7,no
合成,2,compound,5|6|7,yes
合格,2,compound,3|4|5|6|7,yes
合法,2,compound,3|4|5|6|7,yes
合理,2,compound,3|4|5|6|7,yes
合约,2,compound,6|7,yes
合计,2,compound,7,no
合资,2,compound,7,no
合适,2,compound,2|3|4|5|6|7,yes
吉他,2,compound,7,no
吉利,2,compound,6|7,yes
吉普,2,compound,7,no
吉祥,2,compound,6|7,yes
吉祥物,3,compound,7,no
吊,1,single,6|7,yes
吊销,2,compound,7,no
同,1,single,6|7,yes
同一,2,compound,6|7,yes
同事,2,compound,2|3|4|5|6|7,yes
同人,2,compound,7,no
同伙,2,compound,7,no
同伴,2,compound,7,no
同学,2,compound,1|2|3|4|5|6|7,yes
同年,2,compound,7,no
同志,2,compound,7,no
同情,2,compound,4|5|6|7,yes
同意,2,compound,3|4|5|6|7,yes
同感,2,compound,7,no
同时,2,compound,2|3|4|5|6|7,yes
同期,2,compound,6|7,yes
同样,2,compound,2|3|4|5|6|7,yes
同步,2,compound,7,no
同盟,2,compound,7,no
同等,2,compound,7,no
同类,2,compound,7,no
同胞,2,compound,6|7,yes
同舟共济,4,compound,7,no
同行,2,compound,6|7,yes
名,1,single,2|3|4|5|6|7,yes
名义,2,compound,6|7,yes
名人,2,compound,4|5|6|7,yes
名利,2,compound,7,no
名副其实,4,compound,7,no
名单,2,compound,2|3|4|5|6|7,yes
名声,2,compound,7,no
名字,2,compound,1|2|3|4|5|6|7,yes
名气,2,compound,7,no
名片,2,compound,4|5|6|7,yes
名牌儿,3,compound,4|5|6|7,yes
名称,2,compound,2|3|4|5|6|7,yes
名胜,2,compound,6|7,yes
名著,2,compound,7,no
名言,2,compound,7,no
名誉,2,compound,6|7,yes
名贵,2,compound,7,no
名额,2,compound,6|7,yes
后,1,single,1|2|3|4|5|6|7,yes
后人,2,compound,7,no
后代,2,compound,7,no
后勤,2,compound,7,no
后台,2,compound,7,no
后备,2,compound,7,no
后备箱,3,compound,7,no
后天,2,compound,1|2|3|4|5|6|7,yes
后头,2,compound,4|5|6|7,yes
后年,2,compound,3|4|5|6|7,yes
后悔,2,compound,5|6|7,yes
后期,2,compound,7,no
后来,2,compound,2|3|4|5|6|7,yes
后果,2,compound,3|4|5|6|7,yes
后盾,2,compound,7,no
后续,2,compound,7,no
后者,2,compound,7,no
后裔,2,compound,7,no
后边,2,compound,1|2|3|4|5|6|7,yes
后退,2,compound,7,no
后遗症,3,compound,7,no
后面,2,compound,3|4|5|6|7,yes
后顾之忧,4,compound,7,no
吐,1,single,5|6|7,yes
向,1,single,2|3|4|5|6|7,yes
向上,2,compound,5|6|7,yes
向前,2,compound,5|6|7,yes
向导,2,compound,5|6|7,yes
向往,2,compound,7,no
向来,2,compound,7,no
向着,2,compound,7,no
吓,1,single,5|6|7,yes
吓人,2,compound,7,no
吓唬,2,compound,7,no
吗,1,single,1|2|3|4|5|6|7,yes
君子,2,compound,7,no
吞,1,single,6|7,yes
否决,2,compound,7,no
否则,2,compound,4|5|6|7,yes
否定,2,compound,3|4|5|6|7,yes
否认,2,compound,3|4|5|6|7,yes
吧,1,single,1|2|3|4|5|6|7,yes
吨,1,single,5|6|7,yes
吩咐,2,compound,7,no
含,1,single,4|5|6|7,yes
含义,2,compound,4|5|6|7,yes
含有,2,compound,4|5|6|7,yes
含糊,2,compound,7,no
含蓄,2,compound,7,no
含量,2,compound,4|5|6|7,yes
听,1,single,1|2|3|4|5|6|7,yes
听从,2,compound,7,no
听众,2,compound,3|4|5|6|7,yes
听写,2,compound,1|2|3|4|5|6|7,yes
听到,2,compound,1|2|3|4|5|6|7,yes
听力,2,compound,3|4|5|6|7,yes
听取,2,compound,6|7,yes
听见,2,compound,1|2|3|4|5|6|7,yes
听讲,2,compound,2|3|4|5|6|7,yes
听话,2,compound,7,no
听说,2,compound,2|3|4|5|6|7,yes
启事,2,compound,5|6|7,yes
启动,2,compound,5|6|7,yes
启发,2,compound,5|6|7,yes
启示,2,compound,7,no
启蒙,2,compound,7,no
启迪,2,compound,7,no
吵,1,single,3|4|5|6|7,yes
吵嘴,2,compound,7,no
吵架,2,compound,3|4|5|6|7,yes
吸,1,single,4|5|6|7,yes
吸取,2,compound,7,no
吸引,2,compound,4|5|6|7,yes
吸收,2,compound,4|5|6|7,yes
吸毒,2,compound,6|7,yes
吸烟,2,compound,4|5|6|7,yes
吸管,2,compound,4|5|6|7,yes
吸纳,2,compound,7,no
吹,1,single,2|3|4|5|6|7,yes
吹了,2,compound,7,no
吹捧,2,compound,7,no
吹牛,2,compound,7,no
吻,1,single,7,no
吻合,2,compound,7,no
吼,1,single,7,no
呀,1,single,4|5|6|7,yes
呆,1,single,5|6|7,yes
呈现,2,compound,7,no
告,1,single,7,no
告别,2,compound,3|4|5|6|7,yes
告状,2,compound,7,no
告知,2,compound,7,no
告示,2,compound,7,no
告诉,2,compound,1|2|3|4|5|6|7,yes
告诫,2,compound,7,no
告辞,2,compound,7,no
呐喊,2,compound,7,no
呕吐,2,compound,7,no
员,1,single,3|4|5|6|7,yes
员工,2,compound,3|4|5|6|7,yes
呛,1,single,7,no
呜咽,2,compound,7,no
呢,1,single,1|2|3|4|5|6|7,yes
周,1,single,2|3|4|5|6|7,yes
周到,2,compound,7,no
周围,2,compound,3|4|5|6|7,yes
周密,2,compound,7,no
周年,2,compound,2|3|4|5|6|7,yes
周旋,2,compound,7,no
周期,2,compound,5|6|7,yes
周末,2,compound,2|3|4|5|6|7,yes
周边,2,compound,7,no
味儿,2,compound,4|5|6|7,yes
味精,2,compound,7,no
味道,2,compound,2|3|4|5|6|7,yes
呵护,2,compound,7,no
呼吁,2,compound,7,no
呼吸,2,compound,4|5|6|7,yes
呼唤,2,compound,7,no
呼声,2,compound,7,no
呼应,2,compound,7,no
呼救,2,compound,7,no
呼风唤雨,4,compound,7,no
命,1,single,6|7,yes
命令,2,compound,5|6|7,yes
命名,2,compound,7,no
命运,2,compound,3|4|5|6|7,yes
命题,2,compound,7,no
和,1,single,1|2|3|4|5|6|7,yes
和尚,2,compound,7,no
和平,2,compound,3|4|5|6|7,yes
和平共处,4,compound,7,no
和气,2,compound,7,no
和睦,2,compound,7,no
和蔼,2,compound,7,no
和解,2,compound,7,no
和谐,2,compound,6|7,yes
咖啡,2,compound,3|4|5|6|7,yes
咧嘴,2,compound,7,no
咨询,2,compound,6|7,yes
咬,1,single,5|6|7,yes
咱,1,single,2|3|4|5|6|7,yes
咱们,2,compound,2|3|4|5|6|7,yes
咳,1,single,5|6|7,yes
咳嗽,2,compound,7,no
咸,1,single,4|5|6|7,yes
咽,1,single,7,no
咽喉,2,compound,7,no
哀求,2,compound,7,no
品,1,single,5|6|7,yes
品位,2,compound,7,no
品尝,2,compound,7,no
品德,2,compound,7,no
品牌,2,compound,6|7,yes
品种,2,compound,5|6|7,yes
品行,2,compound,7,no
品质,2,compound,4|5|6|7,yes
哄,1,single,7,no
哄堂大笑,4,compound,7,no
哆嗦,2,compound,7,no
哇,1,single,6|7,yes
哈哈,2,compound,3|4|5|6|7,yes
响,1,single,2|3|4|5|6|7,yes
响亮,2,compound,7,no
响声,2,compound,6|7,yes
响应,2,compound,7,no
响起,2,compound,7,no
哎,1,single,7,no
哎呀,2,compound,7,no
哑,1,single,7,no
哗变,2,compound,7,no
哗然,2,compound,7,no
哥,1,single,1|2|3|4|5|6|7,yes
哥哥,2,compound,1|2|3|4|5|6|7,yes
哦,1,single,7,no
哪,1,single,1|2|3|4|5|6|7,yes
哪些,2,compound,1|2|3|4|5|6|7,yes
哪儿,2,compound,1|2|3|4|5|6|7,yes
哪怕,2,compound,4|5|6|7,yes
哪知道,3,compound,7,no
哪里,2,compound,1|2|3|4|5|6|7,yes
哭,1,single,2|3|4|5|6|7,yes
哭泣,2,compound,7,no
哭笑不得,4,compound,7,no
哲学,2,compound,6|7,yes
哺育,2,compound,7,no
哼,1,single,7,no
唉,1,single,7,no
唠叨,2,compound,7,no
唤起,2,compound,7,no
售价,2,compound,7,no
售票,2,compound,7,no
售货员,3,compound,4|5|6|7,yes
唯,1,single,7,no
唯一,2,compound,5|6|7,yes
唯独,2,compound,7,no
唱,1,single,1|2|3|4|5|6|7,yes
唱歌,2,compound,1|2|3|4|5|6|7,yes
唱片,2,compound,4|5|6|7,yes
唾液,2,compound,7,no
啃,1,single,7,no
商业,2,compound,3|4|5|6|7,yes
商人,2,compound,2|3|4|5|6|7,yes
商务,2,compound,4|5|6|7,yes
商品,2,compound,3|4|5|6|7,yes
商场,2,compound,1|2|3|4|5|6|7,yes
商城,2,compound,6|7,yes
商店,2,compound,1|2|3|4|5|6|7,yes
商标,2,compound,5|6|7,yes
商讨,2,compound,7,no
商贩,2,compound,7,no
商贾,2,compound,7,no
商量,2,compound,2|3|4|5|6|7,yes
啊,1,single,2|3|4|5|6|7,yes
啤酒,2,compound,3|4|5|6|7,yes
啦,1,single,6|7,yes
啦啦队,3,compound,7,no
喂,1,single,2|3|4|5|6|7,yes
喂养,2,compound,7,no
善,1,single,7,no
善于,2,compound,4|5|6|7,yes
善意,2,compound,7,no
善良,2,compound,4|5|6|7,yes
喇叭,2,compound,7,no
喉咙,2,compound,7,no
喊,1,single,2|3|4|5|6|7,yes
喘,1,single,7,no
喘息,2,compound,7,no
喜事,2,compound,7,no
喜出望外,4,compound,7,no
喜剧,2,compound,5|6|7,yes
喜好,2,compound,7,no
喜庆,2,compound,7,no
喜怒哀乐,4,compound,7,no
喜悦,2,compound,7,no
喜欢,2,compound,1|2|3|4|5|6|7,yes
喜洋洋,3,compound,7,no
喜爱,2,compound,4|5|6|7,yes
喜糖,2,compound,7,no
喜酒,2,compound,7,no
喝,1,single,1|2|3|4|5|6|7,yes
喝彩,2,compound,7,no
喧哗,2,compound,7,no
喧闹,2,compound,7,no
喷,1,single,5|6|7,yes
喷泉,2,compound,7,no
嗅觉,2,compound,7,no
嗓子,2,compound,7,no
嗜好,2,compound,7,no
嘉宾,2,compound,6|7,yes
嘉年华,3,compound,7,no
嘛,1,single,6|7,yes
嘱咐,2,compound,7,no
嘲弄,2,compound,7,no
嘲笑,2,compound,7,no
嘴,1,single,2|3|4|5|6|7,yes
嘴唇,2,compound,7,no
嘴巴,2,compound,4|5|6|7,yes
嘿,1,single,7,no
器官,2,compound,4|5|6|7,yes
器材,2,compound,7,no
器械,2,compound,7,no
噪声,2,compound,7,no
噪音,2,compound,7,no
嚷,1,single,7,no
嚼,1,single,7,no
囚犯,2,compound,7,no
四,1,single,1|2|3|4|5|6|7,yes
四合院,3,compound,7,no
四周,2,compound,5|6|7,yes
四处,2,compound,6|7,yes
四季,2,compound,7,no
四面八方,4,compound,7,no
回,1,single,1|2|3|4|5|6|7,yes
回信,2,compound,5|6|7,yes
回到,2,compound,1|2|3|4|5|6|7,yes
回升,2,compound,7,no
回去,2,compound,1|2|3|4|5|6|7,yes
回味,2,compound,7,no
回国,2,compound,2|3|4|5|6|7,yes
回复,2,compound,4|5|6|7,yes
回头,2,compound,5|6|7,yes
回家,2,compound,1|2|3|4|5|6|7,yes
回应,2,compound,6|7,yes
回归,2,compound,7,no
回忆,2,compound,5|6|7,yes
回忆录,3,compound,7,no
回想,2,compound,7,no
回扣,2,compound,7,no
回报,2,compound,5|6|7,yes
回收,2,compound,5|6|7,yes
回来,2,compound,1|2|3|4|5|6|7,yes
回答,2,compound,1|2|3|4|5|6|7,yes
回落,2,compound,7,no
回避,2,compound,5|6|7,yes
回顾,2,compound,5|6|7,yes
回馈,2,compound,7,no
回首,2,compound,7,no
因,1,single,6|7,yes
因为,2,compound,2|3|4|5|6|7,yes
因人而异,4,compound,7,no
因此,2,compound,3|4|5|6|7,yes
因素,2,compound,6|7,yes
因而,2,compound,5|6|7,yes
团,1,single,3|4|5|6|7,yes
团伙,2,compound,7,no
团体,2,compound,3|4|5|6|7,yes
团员,2,compound,7,no
团圆,2,compound,7,no
团结,2,compound,3|4|5|6|7,yes
团聚,2,compound,7,no
团长,2,compound,5|6|7,yes
团队,2,compound,6|7,yes
园,1,single,6|7,yes
园地,2,compound,6|7,yes
园林,2,compound,5|6|7,yes
困,1,single,3|4|5|6|7,yes
困境,2,compound,7,no
困惑,2,compound,7,no
困扰,2,compound,5|6|7,yes
困难,2,compound,3|4|5|6|7,yes
围,1,single,3|4|5|6|7,yes
围墙,2,compound,7,no
围巾,2,compound,4|5|6|7,yes
围绕,2,compound,5|6|7,yes
固定,2,compound,4|5|6|7,yes
固执,2,compound,7,no
固然,2,compound,7,no
国,1,single,1|2|3|4|5|6|7,yes
国产,2,compound,6|7,yes
国会,2,compound,6|7,yes
国内,2,compound,3|4|5|6|7,yes
国土,2,compound,7,no
国外,2,compound,1|2|3|4|5|6|7,yes
国学,2,compound,7,no
国宝,2,compound,7,no
国家,2,compound,1|2|3|4|5|6|7,yes
国庆,2,compound,3|4|5|6|7,yes
国徽,2,compound,7,no
国情,2,compound,7,no
国旗,2,compound,6|7,yes
国有,2,compound,7,no
国歌,2,compound,6|7,yes
国民,2,compound,5|6|7,yes
国王,2,compound,6|7,yes
国画,2,compound,7,no
国籍,2,compound,5|6|7,yes
国防,2,compound,7,no
国际,2,compound,2|3|4|5|6|7,yes
图,1,single,3|4|5|6|7,yes
图书,2,compound,6|7,yes
图书馆,3,compound,1|2|3|4|5|6|7,yes
图像,2,compound,7,no
图形,2,compound,7,no
图案,2,compound,4|5|6|7,yes
图片,2,compound,2|3|4|5|6|7,yes
图画,2,compound,3|4|5|6|7,yes
图纸,2,compound,7,no
图表,2,compound,7,no
圆,1,single,4|5|6|7,yes
圆形,2,compound,7,no
圆满,2,compound,4|5|6|7,yes
圆珠笔,3,compound,6|7,yes
圈,1,single,4|5|6|7,yes
圈套,2,compound,7,no
圈子,2,compound,7,no
土,1,single,3|4|5|6|7,yes
土匪,2,compound,7,no
土地,2,compound,4|5|6|7,yes
土壤,2,compound,7,no
土生土长,4,compound,7,no
土豆,2,compound,5|6|7,yes
圣诞节,3,compound,6|7,yes
圣贤,2,compound,7,no
在,1,single,1|2|3|4|5|6|7,yes
在乎,2,compound,4|5|6|7,yes
在于,2,compound,4|5|6|7,yes
在内,2,compound,5|6|7,yes
在场,2,compound,5|6|7,yes
在家,2,compound,1|2|3|4|5|6|7,yes
在意,2,compound,7,no
在线,2,compound,7,no
在职,2,compound,7,no
地,1,single,1|2|3|4|5|6|7,yes
地上,2,compound,1|2|3|4|5|6|7,yes
地下,2,compound,4|5|6|7,yes
地下室,3,compound,6|7,yes
地下水,3,compound,7,no
地位,2,compound,4|5|6|7,yes
地区,2,compound,3|4|5|6|7,yes
地名,2,compound,6|7,yes
地图,2,compound,1|2|3|4|5|6|7,yes
地址,2,compound,4|5|6|7,yes
地域,2,compound,7,no
地带,2,compound,5|6|7,yes
地形,2,compound,5|6|7,yes
地方,2,compound,1|2|3|4|5|6|7,yes
地板,2,compound,6|7,yes
地步,2,compound,7,no
地段,2,compound,7,no
地毯,2,compound,7,no
地点,2,compound,1|2|3|4|5|6|7,yes
地狱,2,compound,7,no
地球,2,compound,2|3|4|5|6|7,yes
地理,2,compound,7,no
地质,2,compound,7,no
地道,2,compound,7,no
地铁,2,compound,2|3|4|5|6|7,yes
地铁站,3,compound,2|3|4|5|6|7,yes
地震,2,compound,5|6|7,yes
地面,2,compound,4|5|6|7,yes
场,1,single,2|3|4|5|6|7,yes
场合,2,compound,3|4|5|6|7,yes
场地,2,compound,6|7,yes
场所,2,compound,3|4|5|6|7,yes
场景,2,compound,6|7,yes
场面,2,compound,5|6|7,yes
场馆,2,compound,6|7,yes
均匀,2,compound,7,no
均衡,2,compound,7,no
坏,1,single,1|2|3|4|5|6|7,yes
坏事,2,compound,7,no
坏人,2,compound,2|3|4|5|6|7,yes
坏处,2,compound,2|3|4|5|6|7,yes
坐,1,single,1|2|3|4|5|6|7,yes
坐下,2,compound,1|2|3|4|5|6|7,yes
坐落,2,compound,7,no
坑,1,single,7,no
块,1,single,1|2|3|4|5|6|7,yes
坚信,2,compound,7,no
坚决,2,compound,3|4|5|6|7,yes
坚固,2,compound,4|5|6|7,yes
坚守,2,compound,7,no
坚定,2,compound,5|6|7,yes
坚实,2,compound,7,no
坚强,2,compound,3|4|5|6|7,yes
坚持,2,compound,3|4|5|6|7,yes
坚持不懈,4,compound,7,no
坚硬,2,compound,7,no
坚韧,2,compound,7,no
坛,1,single,7,no
坝,1,single,7,no
坟,1,single,7,no
坟墓,2,compound,7,no
坠,1,single,7,no
坡,1,single,6|7,yes
坦克,2,compound,7,no
坦然,2,compound,7,no
坦率,2,compound,7,no
坦白,2,compound,7,no
坦诚,2,compound,7,no
垂,1,single,7,no
垂头丧气,4,compound,7,no
垃圾,2,compound,4|5|6|7,yes
垄断,2,compound,7,no
型,1,single,4|5|6|7,yes
型号,2,compound,4|5|6|7,yes
垫,1,single,7,no
垫子,2,compound,7,no
垫底,2,compound,7,no
垮,1,single,7,no
埋,1,single,6|7,yes
埋伏,2,compound,7,no
埋怨,2,compound,7,no
埋没,2,compound,7,no
埋藏,2,compound,7,no
城,1,single,3|4|5|6|7,yes
城乡,2,compound,6|7,yes
城区,2,compound,6|7,yes
城墙,2,compound,7,no
城市,2,compound,3|4|5|6|7,yes
城里,2,compound,5|6|7,yes
城镇,2,compound,6|7,yes
培养,2,compound,4|5|6|7,yes
培育,2,compound,4|5|6|7,yes
培训,2,compound,4|5|6|7,yes
培训班,3,compound,4|5|6|7,yes
基于,2,compound,7,no
基准,2,compound,7,no
基因,2,compound,7,no
基地,2,compound,5|6|7,yes
基层,2,compound,7,no
基本,2,compound,3|4|5|6|7,yes
基本上,3,compound,3|4|5|6|7,yes
基本功,3,compound,7,no
基督教,3,compound,6|7,yes
基础,2,compound,3|4|5|6|7,yes
基金,2,compound,5|6|7,yes
堂,1,single,7,no
堆,1,single,5|6|7,yes
堆砌,2,compound,7,no
堕落,2,compound,7,no
堡垒,2,compound,7,no
堤,1,single,7,no
堤坝,2,compound,7,no
堪称,2,compound,7,no
堵,1,single,4|5|6|7,yes
堵塞,2,compound,7,no
堵车,2,compound,4|5|6|7,yes
塌,1,single,7,no
塑料,2,compound,4|5|6|7,yes
塑料袋,3,compound,4|5|6|7,yes
塑造,2,compound,7,no
塔,1,single,6|7,yes
塞,1,single,6|7,yes
填,1,single,4|5|6|7,yes
填充,2,compound,7,no
填写,2,compound,7,no
填空,2,compound,4|5|6|7,yes
填补,2,compound,7,no
境内,2,compound,7,no
境地,2,compound,7,no
境外,2,compound,7,no
境界,2,compound,7,no
境遇,2,compound,7,no
墓,1,single,6|7,yes
墓地,2,compound,7,no
墓碑,2,compound,7,no
墙,1,single,2|3|4|5|6|7,yes
墙壁,2,compound,5|6|7,yes
增,1,single,5|6|7,yes
增产,2,compound,5|6|7,yes
增值,2,compound,6|7,yes
增加,2,compound,3|4|5|6|7,yes
增多,2,compound,5|6|7,yes
增大,2,compound,5|6|7,yes
增强,2,compound,5|6|7,yes
增收,2,compound,7,no
增添,2,compound,7,no
增进,2,compound,6|7,yes
增长,2,compound,3|4|5|6|7,yes
墨,1,single,7,no
墨水,2,compound,6|7,yes
壁画,2,compound,7,no
士兵,2,compound,4|5|6|7,yes
士气,2,compound,7,no
壮,1,single,7,no
壮丽,2,compound,7,no
壮大,2,compound,7,no
壮实,2,compound,7,no
壮胆,2,compound,7,no
壮观,2,compound,6|7,yes
声,1,single,5|6|7,yes
声明,2,compound,3|4|5|6|7,yes
声望,2,compound,7,no
声称,2,compound,7,no
声誉,2,compound,7,no
声音,2,compound,2|3|4|5|6|7,yes
壳,1,single,7,no
壶,1,single,6|7,yes
处,1,single,4|5|6|7,yes
处于,2,compound,4|5|6|7,yes
处分,2,compound,5|6|7,yes
处在,2,compound,5|6|7,yes
处境,2,compound,7,no
处处,2,compound,6|7,yes
处方,2,compound,7,no
处理,2,compound,3|4|5|6|7,yes
处罚,2,compound,5|6|7,yes
处置,2,compound,7,no
处长,2,compound,6|7,yes
备受,2,compound,7,no
备用,2,compound,7,no
备课,2,compound,7,no
复习,2,compound,2|3|4|5|6|7,yes
复兴,2,compound,7,no
复制,2,compound,4|5|6|7,yes
复印,2,compound,3|4|5|6|7,yes
复原,2,compound,7,no
复发,2,compound,7,no
复合,2,compound,7,no
复杂,2,compound,3|4|5|6|7,yes
复查,2,compound,7,no
复活,2,compound,7,no
复苏,2,compound,6|7,yes
夏令营,3,compound,7,no
夏天,2,compound,2|3|4|5|6|7,yes
夏季,2,compound,4|5|6|7,yes
外,1,single,1|2|3|4|5|6|7,yes
外交,2,compound,3|4|5|6|7,yes
外交官,3,compound,4|5|6|7,yes
外企,2,compound,7,no
外公,2,compound,7,no
外出,2,compound,6|7,yes
外卖,2,compound,2|3|4|5|6|7,yes
外号,2,compound,7,no
外国,2,compound,1|2|3|4|5|6|7,yes
外地,2,compound,2|3|4|5|6|7,yes
外头,2,compound,6|7,yes
外套,2,compound,4|5|6|7,yes
外婆,2,compound,7,no
外币,2,compound,6|7,yes
外形,2,compound,7,no
外援,2,compound,7,no
外文,2,compound,3|4|5|6|7,yes
外星人,3,compound,7,no
外来,2,compound,6|7,yes
外汇,2,compound,4|5|6|7,yes
外界,2,compound,5|6|7,yes
外科,2,compound,6|7,yes
外籍,2,compound,7,no
外行,2,compound,7,no
外衣,2,compound,6|7,yes
外表,2,compound,7,no
外观,2,compound,6|7,yes
外语,2,compound,1|2|3|4|5|6|7,yes
外貌,2,compound,7,no
外贸,2,compound,7,no
外资,2,compound,6|7,yes
外边,2,compound,1|2|3|4|5|6|7,yes
外部,2,compound,6|7,yes
外面,2,compound,3|4|5|6|7,yes
多,1,single,1|2|3|4|5|6|7,yes
多久,2,compound,2|3|4|5|6|7,yes
多么,2,compound,2|3|4|5|6|7,yes
多亏,2,compound,7,no
多云,2,compound,2|3|4|5|6|7,yes
多余,2,compound,7,no
多元,2,compound,7,no
多功能,3,compound,7,no
多劳多得,4,compound,7,no
多半,2,compound,6|7,yes
多媒体,3,compound,6|7,yes
多少,2,compound,1|2|3|4|5|6|7,yes
多年,2,compound,4|5|6|7,yes
多年来,3,compound,7,no
多心,2,compound,7,no
多数,2,compound,2|3|4|5|6|7,yes
多方面,3,compound,6|7,yes
多样,2,compound,4|5|6|7,yes
多次,2,compound,4|5|6|7,yes
多种,2,compound,4|5|6|7,yes
多边,2,compound,7,no
夜,1,single,2|3|4|5|6|7,yes
夜以继日,4,compound,7,no
夜市,2,compound,7,no
夜总会,3,compound,7,no
夜晚,2,compound,7,no
夜校,2,compound,7,no
夜班,2,compound,7,no
夜里,2,compound,2|3|4|5|6|7,yes
夜间,2,compound,5|6|7,yes
够,1,single,2|3|4|5|6|7,yes
够呛,2,compound,7,no
大,1,single,1|2|3|4|5|6|7,yes
大事,2,compound,5|6|7,yes
大于,2,compound,5|6|7,yes
大人,2,compound,2|3|4|5|6|7,yes
大众,2,compound,4|5|6|7,yes
大伙儿,3,compound,5|6|7,yes
大会,2,compound,4|5|6|7,yes
大体,2,compound,7,no
大体上,3,compound,7,no
大使,2,compound,6|7,yes
大使馆,3,compound,3|4|5|6|7,yes
大公无私,4,compound,7,no
大力,2,compound,6|7,yes
大包大揽,4,compound,7,no
大厅,2,compound,5|6|7,yes
大厦,2,compound,7,no
大吃一惊,4,compound,7,no
大同小异,4,compound,7,no
大名鼎鼎,4,compound,7,no
大哥,2,compound,4|5|6|7,yes
大地,2,compound,7,no
大型,2,compound,4|5|6|7,yes
大声,2,compound,2|3|4|5|6|7,yes
